# reader VanillaRA OSonly CrossInfo CII CIP MINCORE
1 1 0 65536 65536 842 ERROR: EXTRACT_NR_RA no nr_ra lines
4 4 0 65505 65505 1458 ERROR: EXTRACT_NR_RA no nr_ra lines
8 8 0 65461 65461 2268 ERROR: EXTRACT_NR_RA no nr_ra lines
16 16 0 65365 65372 3907 ERROR: EXTRACT_NR_RA no nr_ra lines
32 32 0 65183 65180 7239 ERROR: EXTRACT_NR_RA no nr_ra lines
