# reader VanillaRA OSonly CrossInfo CII CIP MINCORE
1 85899345920 0 274877906944 274877906944 3531603968 ERROR: EXTRACT_NR_RA no nr_ra lines
4 85899345920 0 274747883520 274747883520 6115295232 ERROR: EXTRACT_NR_RA no nr_ra lines
8 85899345920 0 274563334144 274563334144 9512681472 ERROR: EXTRACT_NR_RA no nr_ra lines
16 85899345920 0 274160680960 274190041088 16387145728 ERROR: EXTRACT_NR_RA no nr_ra lines
32 85899345920 0 273397317632 273384734720 30362566656 ERROR: EXTRACT_NR_RA no nr_ra lines
