RASIZE,nopred-min,nopred,nopred-max
32,1000.5,1014.50,1020.0
128,1003.4,1016.02,1022.3
256,1003.6,1016.93,1021.5
512,1010.3,1015.11,1021.4
2048,1013.8,1017.11,1024.9
4096,1013.4,1018.78,1023.5
8192,1017.0,1020.05,1025.1
16384,1005.5,1015.51,1022.0
32768,1005.4,1015.28,1021.4
65536,1013.1,1018.95,1025.6
131072,1010.6,1017.70,1026.8
268435455,997.3,1015.80,1023.6
