RASIZE,nopred-min,nopred,nopred-max
32,103.6,104.16,105.61
128,103.36,103.99,105.3
256,103.44,103.90,105.27
512,103.43,104.07,104.57
2048,103.12,103.90,104.25
4096,103.3,103.77,104.33
8192,103.23,103.74,104.05
16384,103.72,104.39,105.42
32768,103.82,104.45,105.47
65536,103.44,104.09,104.66
131072,103.31,104.20,104.92
268435455,103.62,104.41,106.33
