RASIZE,nopred-min,nopred,nopred-max
32,3146.7,3183.48,3210.6
128,3178.0,3205.38,3238.5
256,3155.8,3186.22,3220.4
512,3165.1,3195.97,3235.9
2048,3146.1,3203.25,3233.2
4096,3186.5,3202.50,3228.5
8192,3115.5,3176.25,3215.1
16384,3122.3,3182.90,3208.7
32768,3165.6,3193.18,3214.6
65536,3174.4,3190.64,3209.9
131072,3154.4,3204.84,3251.8
268435455,3167.5,3200.03,3233.1
