# reader Vanilla OSonly Cross_Info CII
1 0 0 0 0
4 0 0 0 0
8 0 0 0 0
16 0 0 0 0
32 0 0 0 0
1 4.82858e+09 0 7.9977e+10 7.75107e+09
4 1.92233e+10 0 7.9977e+10 7.75107e+09
8 3.84166e+10 0 7.9977e+10 7.75107e+09
16 7.68034e+10 0 7.9977e+10 7.75107e+09
32 1.53577e+11 0 7.9977e+10 7.75107e+09
