# reader Vanilla OSonly Cross_Info CII
1 0 0 0 0
4 0 0 0 0
8 0 0 0 0
16 0 0 0 0
32 0 0 0 0
1 18910 0 4767 462
4 75178 0 4767 462
8 150202 0 4767 462
16 300250 0 4767 462
32 600346 0 4767 462
