"Function / Call Stack","CPU Time","Instructions Retired","CPI Rate","CPU Frequency Ratio","Module","Function (Full)","Source File","Start Address"
"ext4_mb_normalize_request.constprop.31","0.00801928","13000000","3.6","2.25","vmlinux","ext4_mb_normalize_request.constprop.31","[Unknown]","0xffffffff8130a1d0"
"scsi_req_init","0.00801928","2600000","3","0.375","vmlinux","scsi_req_init","[Unknown]","0xffffffff8143dc10"
"ext4_block_bitmap_csum_set","0.00801928","5200000","1.5","0.375","vmlinux","ext4_block_bitmap_csum_set","[Unknown]","0xffffffff812e5420"
"ext4_validate_block_bitmap","0.00801928","7800000","2","0.75","vmlinux","ext4_validate_block_bitmap","[Unknown]","0xffffffff812e3cb0"
"__vfs_getxattr","0.00801928","2600000","3","0.375","vmlinux","__vfs_getxattr","[Unknown]","0xffffffff81281050"
"bio_alloc_bioset","0.00801928","10400000","4.5","2.25","vmlinux","bio_alloc_bioset","[Unknown]","0xffffffff81415eb0"
"ext4_mb_simple_scan_group","0.00801928","2600000","4","0.5","vmlinux","ext4_mb_simple_scan_group","[Unknown]","0xffffffff8130dd30"
"iterate_dir","0.00801928","0","","0.5","vmlinux","iterate_dir","[Unknown]","0xffffffff8126df00"
"find_first_zero_bit","0.00801928","2600000","1","0.125","vmlinux","find_first_zero_bit","[Unknown]","0xffffffff8145bf40"
"elv_rb_find","0.00801928","2600000","7","0.875","vmlinux","elv_rb_find","[Unknown]","0xffffffff81417550"
"ext4_es_remove_extent","0.00801928","26000000","0.8","1","vmlinux","ext4_es_remove_extent","[Unknown]","0xffffffff812f13e0"
"futex_wake","0.00801928","0","","0.625","vmlinux","futex_wake","[Unknown]","0xffffffff81111b70"
"rb_insert_color_cached","0.00801928","20800000","0.75","0.75","vmlinux","rb_insert_color_cached","[Unknown]","0xffffffff818f3880"
"pagevec_lookup_range_tag","0.00801928","2600000","4","0.5","vmlinux","pagevec_lookup_range_tag","[Unknown]","0xffffffff811cee90"
"__disk_get_part","0.00801928","0","","0.25","vmlinux","__disk_get_part","[Unknown]","0xffffffff814329d0"
"radix_tree_extend","0.00801928","2600000","5","0.625","vmlinux","radix_tree_extend","[Unknown]","0xffffffff818f0f70"
"alloc_request_size","0.00801928","2600000","3","0.375","vmlinux","alloc_request_size","[Unknown]","0xffffffff8141ad80"
"run_local_timers","0.00801928","5200000","2.5","0.625","vmlinux","run_local_timers","[Unknown]","0xffffffff810ff1e0"
"d_splice_alias","0.00801928","2600000","9","1.125","vmlinux","d_splice_alias","[Unknown]","0xffffffff81274390"
"native_iret","0.00801928","0","","1.75","vmlinux","native_iret","[Unknown]","0xffffffff81a00a20"
"ext4_release_io_end","0.00801928","2600000","7","0.875","vmlinux","ext4_release_io_end","[Unknown]","0xffffffff8131c5e0"
"deadline_dispatch_requests","0.00801928","13000000","1.2","0.75","vmlinux","deadline_dispatch_requests","[Unknown]","0xffffffff814472d0"
"alloc_pages_vma","0.00801928","15600000","0.666667","0.5","vmlinux","alloc_pages_vma","[Unknown]","0xffffffff81224fc0"
"__hrtimer_next_event_base","0.00701687","7800000","2","0.857143","vmlinux","__hrtimer_next_event_base","[Unknown]","0xffffffff810ff700"
"ext4_mb_use_preallocated.constprop.30","0.00701687","5200000","3","0.857143","vmlinux","ext4_mb_use_preallocated.constprop.30","[Unknown]","0xffffffff81309f90"
"ext4_ext_index_trans_blocks","0.00701687","5200000","1.5","0.428571","vmlinux","ext4_ext_index_trans_blocks","[Unknown]","0xffffffff812eb700"
"ext4_set_aops","0.00701687","7800000","0.666667","0.285714","vmlinux","ext4_set_aops","[Unknown]","0xffffffff81300aa0"
"flush_tlb_func_remote","0.00701687","2600000","6","0.857143","vmlinux","flush_tlb_func_remote","[Unknown]","0xffffffff81071ec0"
"llist_reverse_order","0.00701687","0","","0.428571","vmlinux","llist_reverse_order","[Unknown]","0xffffffff8145c190"
"round_jiffies_up","0.00701687","5200000","2.5","0.714286","vmlinux","round_jiffies_up","[Unknown]","0xffffffff810fbf50"
"futex_wait","0.00701687","0","","0.714286","vmlinux","futex_wait","[Unknown]","0xffffffff81111f20"
"free_pages.part.89","0.00701687","5200000","4","1.14286","vmlinux","free_pages.part.89","[Unknown]","0xffffffff811c58b0"
"unlazy_walk","0.00701687","33800000","0.461538","0.857143","vmlinux","unlazy_walk","[Unknown]","0xffffffff81264a60"
"security_d_instantiate","0.00701687","0","","0.428571","vmlinux","security_d_instantiate","[Unknown]","0xffffffff81399290"
"ext4_block_bitmap","0.00701687","2600000","11","1.57143","vmlinux","ext4_block_bitmap","[Unknown]","0xffffffff8132f270"
"profile_tick","0.00701687","2600000","4","0.571429","vmlinux","profile_tick","[Unknown]","0xffffffff810fa840"
"kick_process","0.00701687","2600000","2","0.285714","vmlinux","kick_process","[Unknown]","0xffffffff810a9c60"
"elv_rb_add","0.00701687","5200000","1.5","0.428571","vmlinux","elv_rb_add","[Unknown]","0xffffffff81417720"
"run_posix_cpu_timers","0.00701687","2600000","2","0.285714","vmlinux","run_posix_cpu_timers","[Unknown]","0xffffffff8110b890"
"scsi_init_sgtable","0.00701687","2600000","7","1","vmlinux","scsi_init_sgtable","[Unknown]","0xffffffff81637540"
"security_file_alloc","0.00701687","0","","0.714286","vmlinux","security_file_alloc","[Unknown]","0xffffffff8139ab20"
"ima_file_mmap","0.00701687","20800000","1","1.14286","vmlinux","ima_file_mmap","[Unknown]","0xffffffff813f1520"
"path_noexec","0.00701687","23400000","0.444444","0.571429","vmlinux","path_noexec","[Unknown]","0xffffffff81260f50"
"mb_clear_bits","0.00701687","23400000","0.666667","0.857143","vmlinux","mb_clear_bits","[Unknown]","0xffffffff81309630"
"discard_slab","0.00701687","7800000","0.333333","0.142857","vmlinux","discard_slab","[Unknown]","0xffffffff8122dd80"
"irq_enter","0.00701687","5200000","1.5","0.428571","vmlinux","irq_enter","[Unknown]","0xffffffff81087830"
"_","0.00701687","0","","1.57143","vmlinux","double _(double)","[Unknown]","0xffffffff81272cc0"
"ext4_truncate","0.00701687","10400000","2.5","1.42857","vmlinux","ext4_truncate","[Unknown]","0xffffffff81304200"
"add_timer","0.00701687","2600000","4","0.571429","vmlinux","add_timer","[Unknown]","0xffffffff810fedb0"
"ext4_mb_find_by_goal","0.00701687","0","","1.14286","vmlinux","ext4_mb_find_by_goal","[Unknown]","0xffffffff8130da60"
"d_lru_add","0.00701687","0","","0.714286","vmlinux","d_lru_add","[Unknown]","0xffffffff81271dd0"
"map_id_range_down","0.00701687","5200000","1","0.285714","vmlinux","map_id_range_down","[Unknown]","0xffffffff81132cf0"
"scsi_prep_state_check","0.00701687","2600000","3","0.428571","vmlinux","scsi_prep_state_check","[Unknown]","0xffffffff816378b0"
"__init_rwsem","0.00701687","0","","0.142857","vmlinux","__init_rwsem","[Unknown]","0xffffffff810d5660"
"ext4_ext_next_allocated_block","0.00701687","0","","0.142857","vmlinux","ext4_ext_next_allocated_block","[Unknown]","0xffffffff812e8b50"
"default_send_IPI_single_phys","0.00701687","5200000","1.5","0.428571","vmlinux","default_send_IPI_single_phys","[Unknown]","0xffffffff81054a20"
"account_process_tick","0.00701687","2600000","9","1.28571","vmlinux","account_process_tick","[Unknown]","0xffffffff810b4870"
"blk_attempt_plug_merge","0.00701687","7800000","3","1.28571","vmlinux","blk_attempt_plug_merge","[Unknown]","0xffffffff81420060"
"user_path_at_empty","0.00701687","13000000","2.4","1.71429","vmlinux","user_path_at_empty","[Unknown]","0xffffffff81269dd0"
"retint_user","0.00701687","0","","0.857143","vmlinux","retint_user","[Unknown]","0xffffffff81a0096c"
"common_perm_create.constprop.20","0.00701687","0","","0.428571","vmlinux","common_perm_create.constprop.20","[Unknown]","0xffffffff813e4cf0"
"security_inode_init_security","0.00701687","5200000","4","1.14286","vmlinux","security_inode_init_security","[Unknown]","0xffffffff81399460"
"ext4_xattr_get","0.00701687","5200000","1","0.285714","vmlinux","ext4_xattr_get","[Unknown]","0xffffffff8133a120"
"mpol_misplaced","0.00701687","7800000","1","0.428571","vmlinux","mpol_misplaced","[Unknown]","0xffffffff81225c10"
"clear_buddies","0.00701687","20800000","0.875","1","vmlinux","clear_buddies","[Unknown]","0xffffffff810b5ef0"
"__check_block_validity.constprop.78","0.00601446","2600000","6","1","vmlinux","__check_block_validity.constprop.78","[Unknown]","0xffffffff812fe1e0"
"ext4_wait_block_bitmap","0.00601446","5200000","2","0.666667","vmlinux","ext4_wait_block_bitmap","[Unknown]","0xffffffff812e41b0"
"get_align_mask","0.00601446","20800000","1.125","1.5","vmlinux","get_align_mask","[Unknown]","0xffffffff810326e0"
"rwsem_spin_on_owner","0.00601446","7800000","3.33333","1.66667","vmlinux","rwsem_spin_on_owner","[Unknown]","0xffffffff810d5980"
"jbd2_journal_blocks_per_page","0.00601446","2600000","4","0.666667","vmlinux","jbd2_journal_blocks_per_page","[Unknown]","0xffffffff81344870"
"ext4_es_find_delayed_extent_range","0.00601446","2600000","2","0.333333","vmlinux","ext4_es_find_delayed_extent_range","[Unknown]","0xffffffff812f0da0"
"bvec_alloc","0.00601446","0","0","0","vmlinux","bvec_alloc","[Unknown]","0xffffffff81415dd0"
"elv_dispatch_add_tail","0.00601446","5200000","0.5","0.166667","vmlinux","elv_dispatch_add_tail","[Unknown]","0xffffffff81417890"
"__get_vma_policy","0.00601446","0","","0.5","vmlinux","__get_vma_policy","[Unknown]","0xffffffff81224c30"
"swake_up_locked","0.00601446","2600000","6","1","vmlinux","swake_up_locked","[Unknown]","0xffffffff810ca060"
"page_add_new_anon_rmap","0.00601446","2600000","1","0.166667","vmlinux","page_add_new_anon_rmap","[Unknown]","0xffffffff8120a520"
"unmap_vmas","0.00601446","5200000","3.5","1.16667","vmlinux","unmap_vmas","[Unknown]","0xffffffff811f8960"
"__x86_indirect_thunk_r13","0.00601446","5200000","4","1.33333","vmlinux","__x86_indirect_thunk_r13","[Unknown]","0xffffffff81c03180"
"ext4_put_io_end","0.00601446","5200000","3.5","1.16667","vmlinux","ext4_put_io_end","[Unknown]","0xffffffff8131ca80"
"ext4_htree_fill_tree","0.00601446","7800000","1.66667","0.833333","vmlinux","ext4_htree_fill_tree","[Unknown]","0xffffffff81317170"
"free_pgtables","0.00601446","13000000","0.6","0.5","vmlinux","free_pgtables","[Unknown]","0xffffffff811f78b0"
"get_futex_value_locked","0.00601446","0","","0.166667","vmlinux","get_futex_value_locked","[Unknown]","0xffffffff81111270"
"fsnotify_grab_connector","0.00601446","0","0","0","vmlinux","fsnotify_grab_connector","[Unknown]","0xffffffff8129fe80"
"futex_requeue","0.00601446","2600000","5","0.833333","vmlinux","futex_requeue","[Unknown]","0xffffffff81112e20"
"try_module_get","0.00601446","0","","0.833333","vmlinux","try_module_get","[Unknown]","0xffffffff811181f0"
"d_path","0.00601446","13000000","2.2","1.83333","vmlinux","d_path","[Unknown]","0xffffffff81290090"
"ext4_read_block_bitmap","0.00601446","5200000","2.5","0.833333","vmlinux","ext4_read_block_bitmap","[Unknown]","0xffffffff812e5080"
"ext4_lookup","0.00601446","5200000","1","0.333333","vmlinux","ext4_lookup","[Unknown]","0xffffffff81317fd0"
"scsi_init_io","0.00601446","7800000","1.66667","0.833333","vmlinux","scsi_init_io","[Unknown]","0xffffffff816375c0"
"__mnt_want_write","0.00601446","0","","0.5","vmlinux","__mnt_want_write","[Unknown]","0xffffffff8127c300"
"dquot_drop","0.00601446","5200000","1.5","0.5","vmlinux","dquot_drop","[Unknown]","0xffffffff812c54d0"
"__x64_sys_fsync","0.00601446","0","","0.166667","vmlinux","__x64_sys_fsync","[Unknown]","0xffffffff8128ec20"
"sb_mark_inode_writeback","0.00601446","0","","1","vmlinux","sb_mark_inode_writeback","[Unknown]","0xffffffff8128aa80"
"pagevec_lookup_entries","0.00601446","7800000","2.33333","1.16667","vmlinux","pagevec_lookup_entries","[Unknown]","0xffffffff811d12b0"
"part_in_flight","0.00601446","0","","0.333333","vmlinux","part_in_flight","[Unknown]","0xffffffff814325a0"
"update_process_times","0.00601446","0","","0.333333","vmlinux","update_process_times","[Unknown]","0xffffffff810ff230"
"can_vma_merge_before","0.00601446","0","","1","vmlinux","can_vma_merge_before","[Unknown]","0xffffffff81200710"
"dx_release","0.00601446","2600000","2","0.333333","vmlinux","dx_release","[Unknown]","0xffffffff81315640"
"ext4_xattr_ibody_get","0.00601446","0","","0.333333","vmlinux","ext4_xattr_ibody_get","[Unknown]","0xffffffff81339f90"
"task_numa_fault","0.00601446","5200000","2","0.666667","vmlinux","task_numa_fault","[Unknown]","0xffffffff810bd600"
"deadline_fifo_request","0.00601446","5200000","1","0.333333","vmlinux","deadline_fifo_request","[Unknown]","0xffffffff81447270"
"ll_back_merge_fn","0.00601446","2600000","1","0.166667","vmlinux","ll_back_merge_fn","[Unknown]","0xffffffff81425d80"
"ext4_orphan_add","0.00601446","0","","1.16667","vmlinux","ext4_orphan_add","[Unknown]","0xffffffff8131a850"
"fd_install","0.00601446","26000000","0.8","1.33333","vmlinux","fd_install","[Unknown]","0xffffffff81279db0"
"vma_set_page_prot","0.00601446","26000000","0.9","1.5","vmlinux","vma_set_page_prot","[Unknown]","0xffffffff81201e90"
"ext4_dx_find_entry","0.00601446","15600000","1.16667","1.16667","vmlinux","ext4_dx_find_entry","[Unknown]","0xffffffff81317530"
"bio_split","0.00601446","0","0","0","vmlinux","bio_split","[Unknown]","0xffffffff814162f0"
"common_mmap","0.00601446","0","","1.5","vmlinux","common_mmap","[Unknown]","0xffffffff813e49e0"
"__inode_attach_wb","0.00501205","0","","0.6","vmlinux","__inode_attach_wb","[Unknown]","0xffffffff81289250"
"elv_may_queue","0.00501205","0","","1.2","vmlinux","elv_may_queue","[Unknown]","0xffffffff81418840"
"rcu_segcblist_ready_cbs","0.00501205","0","","0.2","vmlinux","rcu_segcblist_ready_cbs","[Unknown]","0xffffffff810f6cb0"
"get_cached_acl","0.00501205","0","","0.2","vmlinux","get_cached_acl","[Unknown]","0xffffffff812c02d0"
"find_next_and_bit","0.00501205","13000000","1","1","vmlinux","find_next_and_bit","[Unknown]","0xffffffff8145bfa0"
"ext4_can_extents_be_merged","0.00501205","5200000","1","0.4","vmlinux","ext4_can_extents_be_merged","[Unknown]","0xffffffff812e8d90"
"dquot_alloc_inode","0.00501205","0","","0.6","vmlinux","dquot_alloc_inode","[Unknown]","0xffffffff812c8290"
"get_futex_key_refs.isra.15","0.00501205","2600000","2","0.4","vmlinux","get_futex_key_refs.isra.15","[Unknown]","0xffffffff81111600"
"lru_add_drain","0.00501205","13000000","0.6","0.6","vmlinux","lru_add_drain","[Unknown]","0xffffffff811d0f10"
"notifier_call_chain","0.00501205","10400000","1.25","1","vmlinux","notifier_call_chain","[Unknown]","0xffffffff810a60f0"
"ext4_inode_to_goal_block","0.00501205","2600000","4","0.8","vmlinux","ext4_inode_to_goal_block","[Unknown]","0xffffffff812e50c0"
"blk_insert_flush","0.00501205","0","0","0","vmlinux","blk_insert_flush","[Unknown]","0xffffffff81422e10"
"do_unlinkat","0.00501205","5200000","3","1.2","vmlinux","do_unlinkat","[Unknown]","0xffffffff8126b300"
"blk_start_plug","0.00501205","0","","0.6","vmlinux","blk_start_plug","[Unknown]","0xffffffff81419080"
"ext4_mb_use_best_found","0.00501205","0","","0.8","vmlinux","ext4_mb_use_best_found","[Unknown]","0xffffffff8130d960"
"vm_munmap","0.00501205","2600000","10","2","vmlinux","vm_munmap","[Unknown]","0xffffffff81202830"
"blk_rq_init","0.00501205","7800000","2.33333","1.4","vmlinux","blk_rq_init","[Unknown]","0xffffffff8141aa40"
"__x64_sys_getdents","0.00501205","0","","0.8","vmlinux","__x64_sys_getdents","[Unknown]","0xffffffff8126ea10"
"cpu_load_update_active","0.00501205","0","","0.8","vmlinux","cpu_load_update_active","[Unknown]","0xffffffff810bf530"
"wbc_detach_inode","0.00501205","2600000","2","0.4","vmlinux","wbc_detach_inode","[Unknown]","0xffffffff81289c40"
"get_mmap_base","0.00501205","7800000","4.33333","2.6","vmlinux","get_mmap_base","[Unknown]","0xffffffff8106f740"
"errseq_check","0.00501205","0","","1.2","vmlinux","errseq_check","[Unknown]","0xffffffff8145f600"
"ext4_bread","0.00501205","10400000","0.5","0.4","vmlinux","ext4_bread","[Unknown]","0xffffffff81300770"
"vfs_unlink","0.00501205","2600000","8","1.6","vmlinux","vfs_unlink","[Unknown]","0xffffffff81268170"
"posix_acl_create","0.00501205","0","","0.4","vmlinux","posix_acl_create","[Unknown]","0xffffffff812c0bc0"
"timerqueue_del","0.00501205","0","","0.8","vmlinux","timerqueue_del","[Unknown]","0xffffffff818f7670"
"ext4_ext_try_to_merge","0.00501205","0","","0.6","vmlinux","ext4_ext_try_to_merge","[Unknown]","0xffffffff812e8fd0"
"get_vma_policy.part.32","0.00501205","2600000","3","0.6","vmlinux","get_vma_policy.part.32","[Unknown]","0xffffffff81222d10"
"ext4_unlink","0.00501205","10400000","2","1.6","vmlinux","ext4_unlink","[Unknown]","0xffffffff8131b7e0"
"jbd2_journal_inode_add_wait","0.00501205","0","","0.4","vmlinux","jbd2_journal_inode_add_wait","[Unknown]","0xffffffff81340470"
"__get_free_pages","0.00501205","2600000","3","0.6","vmlinux","__get_free_pages","[Unknown]","0xffffffff811c3810"
"ret_from_intr","0.00501205","2600000","1","0.2","vmlinux","ret_from_intr","[Unknown]","0xffffffff81a0094f"
"deadline_add_request","0.00501205","2600000","6","1.2","vmlinux","deadline_add_request","[Unknown]","0xffffffff81447180"
"dquot_initialize","0.00501205","5200000","0.5","0.2","vmlinux","dquot_initialize","[Unknown]","0xffffffff812c60b0"
"ext4_ext_try_to_merge_right","0.00501205","2600000","5","1","vmlinux","ext4_ext_try_to_merge_right","[Unknown]","0xffffffff812e8e70"
"legitimize_links","0.00501205","33800000","0.0769231","0.2","vmlinux","legitimize_links","[Unknown]","0xffffffff812649a0"
"ext4_alloc_inode","0.00501205","0","","0.6","vmlinux","ext4_alloc_inode","[Unknown]","0xffffffff81329c40"
"arch_tlb_gather_mmu","0.00501205","13000000","1","1","vmlinux","arch_tlb_gather_mmu","[Unknown]","0xffffffff811f7030"
"irq_work_run_list","0.00501205","0","","0.4","vmlinux","irq_work_run_list","[Unknown]","0xffffffff81188010"
"mntget","0.00501205","0","","1","vmlinux","mntget","[Unknown]","0xffffffff8127a7d0"
"calc_global_load_tick","0.00501205","0","","1.8","vmlinux","calc_global_load_tick","[Unknown]","0xffffffff810b4150"
"from_kuid_munged","0.00501205","18200000","0.714286","1","vmlinux","from_kuid_munged","[Unknown]","0xffffffff81132f00"
"inode_init_once","0.00501205","0","","0.6","vmlinux","inode_init_once","[Unknown]","0xffffffff812760e0"
"from_kuid","0.00501205","0","","0.2","vmlinux","from_kuid","[Unknown]","0xffffffff81132ef0"
"blk_flush_complete_seq","0.00501205","2600000","2","0.4","vmlinux","blk_flush_complete_seq","[Unknown]","0xffffffff81422680"
"dentry_needs_remove_privs.part.23","0.00501205","2600000","3","0.6","vmlinux","dentry_needs_remove_privs.part.23","[Unknown]","0xffffffff81276c00"
"ext4_get_group_no_and_offset","0.00501205","7800000","1","0.6","vmlinux","ext4_get_group_no_and_offset","[Unknown]","0xffffffff812e40d0"
"scsi_add_cmd_to_list","0.00501205","0","","0.6","vmlinux","scsi_add_cmd_to_list","[Unknown]","0xffffffff816386c0"
"cpumask_next","0.00501205","0","","0.2","vmlinux","cpumask_next","[Unknown]","0xffffffff818eadc0"
"mempool_alloc_slab","0.00501205","7800000","0.666667","0.4","vmlinux","mempool_alloc_slab","[Unknown]","0xffffffff811bfe00"
"d_instantiate_new","0.00501205","0","","0.2","vmlinux","d_instantiate_new","[Unknown]","0xffffffff81272ba0"
"blk_init_request_from_bio","0.00501205","5200000","1.5","0.6","vmlinux","blk_init_request_from_bio","[Unknown]","0xffffffff81420390"
"__x64_sys_unlink","0.00501205","0","","0.2","vmlinux","__x64_sys_unlink","[Unknown]","0xffffffff8126b660"
"inode_io_list_move_locked","0.00400964","0","","0.5","vmlinux","inode_io_list_move_locked","[Unknown]","0xffffffff81286780"
"mnt_drop_write","0.00400964","0","","1.25","vmlinux","mnt_drop_write","[Unknown]","0xffffffff8127aa60"
"wbc_attach_and_unlock_inode","0.00400964","0","","0.75","vmlinux","wbc_attach_and_unlock_inode","[Unknown]","0xffffffff81289b30"
"rcu_nmi_exit","0.00400964","0","","0.5","vmlinux","rcu_nmi_exit","[Unknown]","0xffffffff810f5a50"
"rcu_segcblist_advance","0.00400964","0","0","0","vmlinux","rcu_segcblist_advance","[Unknown]","0xffffffff810f6f80"
"__d_rehash","0.00400964","0","","1.5","vmlinux","__d_rehash","[Unknown]","0xffffffff81272c30"
"vma_wants_writenotify","0.00400964","13000000","1.2","1.5","vmlinux","vma_wants_writenotify","[Unknown]","0xffffffff81201dc0"
"submit_bio","0.00400964","2600000","1","0.25","vmlinux","submit_bio","[Unknown]","0xffffffff8141eb80"
"rcu_nmi_enter","0.00400964","2600000","3","0.75","vmlinux","rcu_nmi_enter","[Unknown]","0xffffffff810f5b80"
"inode_set_flags","0.00400964","5200000","4","2","vmlinux","inode_set_flags","[Unknown]","0xffffffff81275f80"
"intel_pstate_update_pstate.part.6","0.00400964","0","","0.5","vmlinux","intel_pstate_update_pstate.part.6","[Unknown]","0xffffffff8176d1a0"
"kick_ilb","0.00400964","0","","0.5","vmlinux","kick_ilb","[Unknown]","0xffffffff810b5890"
"ext4_init_io_end","0.00400964","2600000","7","1.75","vmlinux","ext4_init_io_end","[Unknown]","0xffffffff8131c800"
"__mutex_init","0.00400964","7800000","1.33333","1","vmlinux","__mutex_init","[Unknown]","0xffffffff810d3980"
"account_system_time","0.00400964","0","","0.75","vmlinux","account_system_time","[Unknown]","0xffffffff810b4680"
"tick_sched_handle","0.00400964","0","","0.25","vmlinux","tick_sched_handle","[Unknown]","0xffffffff81110380"
"sched_clock_cpu","0.00400964","2600000","3","0.75","vmlinux","sched_clock_cpu","[Unknown]","0xffffffff810b4300"
"dquot_claim_space_nodirty","0.00400964","5200000","5","2.5","vmlinux","dquot_claim_space_nodirty","[Unknown]","0xffffffff812c7c30"
"ext4_free_inodes_count","0.00400964","0","","1","vmlinux","ext4_free_inodes_count","[Unknown]","0xffffffff8132f330"
"__mnt_drop_write_file","0.00400964","2600000","1","0.25","vmlinux","__mnt_drop_write_file","[Unknown]","0xffffffff8127c510"
"ext4_inode_bitmap_csum_set","0.00400964","0","","1","vmlinux","ext4_inode_bitmap_csum_set","[Unknown]","0xffffffff812e5290"
"futex_wait_queue_me","0.00400964","0","","0.75","vmlinux","futex_wait_queue_me","[Unknown]","0xffffffff811114a0"
"ext4_add_nondir","0.00400964","2600000","1","0.25","vmlinux","ext4_add_nondir","[Unknown]","0xffffffff81319b30"
"__jbd2_journal_force_commit","0.00400964","0","","0.5","vmlinux","__jbd2_journal_force_commit","[Unknown]","0xffffffff81347a40"
"ext4_ext_tree_init","0.00400964","0","","0.5","vmlinux","ext4_ext_tree_init","[Unknown]","0xffffffff812e8820"
"__vma_link_file","0.00400964","10400000","0.5","0.5","vmlinux","__vma_link_file","[Unknown]","0xffffffff81200210"
"__mnt_is_readonly.part.15","0.00400964","0","","0.5","vmlinux","__mnt_is_readonly.part.15","[Unknown]","0xffffffff8127b010"
"generic_file_open","0.00400964","5200000","1.5","0.75","vmlinux","generic_file_open","[Unknown]","0xffffffff81254140"
"dquot_free_inode","0.00400964","0","","1","vmlinux","dquot_free_inode","[Unknown]","0xffffffff812c8100"
"ext4_inode_attach_jinode.part.70","0.00400964","0","","0.5","vmlinux","ext4_inode_attach_jinode.part.70","[Unknown]","0xffffffff812fd9d0"
"run_rebalance_domains","0.00400964","5200000","2.5","1.25","vmlinux","run_rebalance_domains","[Unknown]","0xffffffff810c1260"
"security_path_unlink","0.00400964","0","","0.5","vmlinux","security_path_unlink","[Unknown]","0xffffffff81399110"
"init_timer_key","0.00400964","5200000","1","0.5","vmlinux","init_timer_key","[Unknown]","0xffffffff810fd570"
"ext4_xattr_delete_inode","0.00400964","2600000","3","0.75","vmlinux","ext4_xattr_delete_inode","[Unknown]","0xffffffff8133ad10"
"ext4_xattr_ensure_credits","0.00400964","0","","0.5","vmlinux","ext4_xattr_ensure_credits","[Unknown]","0xffffffff813383d0"
"vfs_fsync_range","0.00400964","0","","0.5","vmlinux","vfs_fsync_range","[Unknown]","0xffffffff8128eb10"
"sg_pool_alloc","0.00400964","2600000","6","1.5","vmlinux","sg_pool_alloc","[Unknown]","0xffffffff8147c2d0"
"ext4_writepage_trans_blocks","0.00400964","0","","1","vmlinux","ext4_writepage_trans_blocks","[Unknown]","0xffffffff81301c20"
"ext4_ext_put_gap_in_cache","0.00400964","2600000","4","1","vmlinux","ext4_ext_put_gap_in_cache","[Unknown]","0xffffffff812e73b0"
"alloc_inode","0.00400964","0","","0.5","vmlinux","alloc_inode","[Unknown]","0xffffffff812762b0"
"current_umask","0.00400964","0","","0.25","vmlinux","current_umask","[Unknown]","0xffffffff81290990"
"restore_regs_and_return_to_kernel","0.00400964","0","","0.25","vmlinux","restore_regs_and_return_to_kernel","[Unknown]","0xffffffff81a009fb"
"lock_timer_base","0.00400964","2600000","1","0.25","vmlinux","lock_timer_base","[Unknown]","0xffffffff810fc250"
"get_device","0.00400964","2600000","1","0.25","vmlinux","get_device","[Unknown]","0xffffffff815cca90"
"should_numa_migrate_memory","0.00400964","0","","1","vmlinux","should_numa_migrate_memory","[Unknown]","0xffffffff810bd420"
"ext4_handle_dirty_dirent_node","0.00400964","0","","0.25","vmlinux","ext4_handle_dirty_dirent_node","[Unknown]","0xffffffff81316570"
"__ext4_ext_check","0.00400964","0","","0.25","vmlinux","__ext4_ext_check","[Unknown]","0xffffffff812e7440"
"__note_gp_changes","0.00400964","0","","0.5","vmlinux","__note_gp_changes","[Unknown]","0xffffffff810f39d0"
"vma_gap_callbacks_rotate","0.00400964","13000000","1.8","2.25","vmlinux","vma_gap_callbacks_rotate","[Unknown]","0xffffffff81200120"
"wake_q_add","0.00400964","0","0","0","vmlinux","wake_q_add","[Unknown]","0xffffffff810aeca0"
"bio_phys_segments","0.00400964","0","","1","vmlinux","bio_phys_segments","[Unknown]","0xffffffff81414de0"
"ext4_ext_find_goal","0.00400964","5200000","1.5","0.75","vmlinux","ext4_ext_find_goal","[Unknown]","0xffffffff812e7280"
"__jbd2_log_start_commit","0.00400964","0","","1","vmlinux","__jbd2_log_start_commit","[Unknown]","0xffffffff81347970"
"select_idle_sibling","0.00400964","2600000","6","1.5","vmlinux","select_idle_sibling","[Unknown]","0xffffffff810b6a60"
"ext4_put_io_end_defer","0.00300723","0","","0.333333","vmlinux","ext4_put_io_end_defer","[Unknown]","0xffffffff8131c840"
"pollwake","0.00300723","0","","0.333333","vmlinux","pollwake","[Unknown]","0xffffffff8126f3a0"
"ext4_get_dquots","0.00300723","0","","1.33333","vmlinux","ext4_get_dquots","[Unknown]","0xffffffff813212d0"
"d_flags_for_inode","0.00300723","2600000","2","0.666667","vmlinux","d_flags_for_inode","[Unknown]","0xffffffff81271c20"
"__d_instantiate","0.00300723","2600000","4","1.33333","vmlinux","__d_instantiate","[Unknown]","0xffffffff81272950"
"bio_clone_fast","0.00300723","5200000","1","0.666667","vmlinux","bio_clone_fast","[Unknown]","0xffffffff81416280"
"elv_rqhash_add","0.00300723","2600000","1","0.333333","vmlinux","elv_rqhash_add","[Unknown]","0xffffffff81417ed0"
"domain_dirty_limits","0.00300723","0","","1","vmlinux","domain_dirty_limits","[Unknown]","0xffffffff811c9fc0"
"ext4_delete_entry","0.00300723","0","0","0","vmlinux","ext4_delete_entry","[Unknown]","0xffffffff8131a000"
"new_inode_pseudo","0.00300723","0","","0.333333","vmlinux","new_inode_pseudo","[Unknown]","0xffffffff812781e0"
