Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
  966307   127852        0    88.3%           24      19241
  973007   127253        0    88.4%           24      19239
  977248   127409       33    88.5%           24      19241
  986189   128045        0    88.5%           24      19241
  990526   124480     3031    88.8%           24      19240
  989953   128604        0    88.5%           24      19241
  993791   128736        0    88.5%           24      19241
  983271   126625       87    88.6%           24      19241
  986427   126979        0    88.6%           24      19242
  987584   126934        0    88.6%           24      19241
  990451   126679        0    88.7%           24      19241
  993340   127340        0    88.6%           24      19241
  997094   126550       28    88.7%           24      19242
  997913   127100        0    88.7%           24      19242
  994030   125615        0    88.8%           24      19244
 1000328   126676        0    88.8%           24      19243
  991371   125714        0    88.7%           24      19242
  986323   124612        0    88.8%           24      19242
  999489   125509        0    88.8%           24      19242
 1008383   127359        0    88.8%           24      19242
 1011253   127196        0    88.8%           24      19243
 1006476   126376       33    88.8%           24      19243
 1011492   127452        0    88.8%           24      19243
 1017844   123691     3027    89.2%           24      19242
 1011990   126261        0    88.9%           24      19243
 1016324   126804        0    88.9%           24      19243
 1008213   126330        0    88.9%           24      19243
  987142   124214        0    88.8%           24      19244
 1013803   126498        0    88.9%           24      19244
 1014577   126241        0    88.9%           24      19243
 1012513   126302        0    88.9%           24      19243
 1013606   126662       28    88.9%           24      19243
 1013038   124937     1468    89.0%           24      19243
 1002930   126080        0    88.8%           24      19242
 1008258   125809        0    88.9%           24      19244
 1013830   127248        0    88.8%           24      19244
 1012450   126615        0    88.9%           24      19243
  990252   123950        0    88.9%           24      19243
  998894   125907        0    88.8%           24      19243
 1010839   126298        0    88.9%           24      19243
 1004007   126185       33    88.8%           24      19244
 1015739   126869        0    88.9%           24      19244
  985823   117636     5249    89.3%           24      19243
  999240   125292        0    88.9%           24      19244
 1007106   126226        0    88.9%           24      19243
 1006544   127020        0    88.8%           24      19245
 1008060   126374        0    88.9%           24      19244
 1005725   126243        0    88.8%           24      19244
 1008328   127198        0    88.8%           24      19243
 1009567   127312        0    88.8%           24      19244
 1003033   126822       31    88.8%           24      19244
 1001998   126675        0    88.8%           24      19244
  999315   125018        0    88.9%           24      19246
 1013185   127460        0    88.8%           24      19245
 1012585   127151        0    88.8%           24      19245
 1012218   127460        0    88.8%           24      19246
 1015078   127156        0    88.9%           24      19246
 1003382   126218        0    88.8%           24      19244
 1012491   126848        0    88.9%           24      19245
 1014193   127594       33    88.8%           24      19245
 1013426   127737        0    88.8%           24      19245
 1019507   124657     3071    89.1%           24      19245
  995867   125807        0    88.8%           24      19245
 1018132   127270        0    88.9%           24      19245
 1018450   127449        0    88.9%           24      19245
 1013359   127231        0    88.8%           24      19246
 1012741   127286       91    88.8%           24      19246
 1014529   127464        0    88.8%           24      19245
 1004444   126030        0    88.9%           24      19245
 1004004   125804       32    88.9%           24      19246
 1000626   125901        0    88.8%           24      19245
 1009512   122255     3017    89.2%           24      19246
  986269   124173        0    88.8%           24      19246
 1004227   125475        0    88.9%           24      19246
 1002531   125691        0    88.9%           24      19245
 1003715   125653        0    88.9%           24      19246
  992336   124721        0    88.8%           24      19246
 1001630   125771        0    88.8%           24      19247
 1001282   125309       33    88.9%           24      19246
  995605   125598        0    88.8%           24      19247
