Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
 2008552    30738    19632    98.5%           24      19169
 1979720    28846    21776    98.6%           24      19163
 1978154    29888    21676    98.5%           24      19156
 1991617    31212    20218    98.5%           24      19150
 1978936    30405    19544    98.5%           24      19142
 1975610    31967    19580    98.4%           24      19133
 1952120    30781    21863    98.4%           24      19125
 1978477    32043    20765    98.4%           24      19119
 1976034    32240    21119    98.4%           24      19112
 1984482    32563    22325    98.4%           24      19101
 1935654    32600    29807    98.3%           24      19095
 1977355    33335    18792    98.3%           24      19151
 1978990    32236    17876    98.4%           24      19144
 1119224    70125    57738    94.1%           24      18829
 1062065    61221    80019    94.5%           24      17901
 1321981    57810    79278    95.8%           25      18204
 1493807    52276    80574    96.6%           25      18669
 1564057    45358    78630    97.2%           25      18901
 1619243    39785    69685    97.6%           25      19071
 1642423    39831    64369    97.6%           25      19090
 1749657    34180    77014    98.1%           25      19090
 1808024    33420    73609    98.2%           25      19027
 1891842    31998    21553    98.3%           25      19144
 1867341    39226    19733    97.9%           25      19053
 1829709    41915    14823    97.8%           25      19139
 1844880    43999    16183    97.7%           25      19132
 1808280    47657    25816    97.4%           25      19185
 1915135    47714    14995    97.6%           25      19183
 1892561    48888    19791    97.5%           25      19177
 1828963    47602    15479    97.5%           25      19171
 1836451    48163    15887    97.4%           25      19165
 1845699    42571    18762    97.7%           25      18904
 1852488    36426    20657    98.1%           25      18854
 1914970    36303    22137    98.1%           25      18947
 1911734    36348    19770    98.1%           25      19151
 1835566    35824    19956    98.1%           26      19011
 1907922    33988    20817    98.2%           26      19146
 1843120    38376    21499    98.0%           26      19010
 1843242    36060    28812    98.1%           26      19169
 1907184    33358    17418    98.3%           26      19185
 1882206    39286    16860    98.0%           26      19178
 1870166    32196    22677    98.3%           26      19054
 1900401    32871    20908    98.3%           26      19164
 1873740    31570    21661    98.3%           26      19126
 1892918    30955    22073    98.4%           26      19148
 1833138    46792    21257    97.5%           26      19132
 1865936    46408    29793    97.6%           26      19175
 1913209    31786    24705    98.4%           26      19176
 1944377    32841    19705    98.3%           26      19167
 1969402    32037    21668    98.4%           26      19158
 1991404    32495    23071    98.4%           26      19150
 1938878    31559    21902    98.4%           26      19141
 1897131    30430    21386    98.4%           26      19134
 1938403    31730    24760    98.4%           26      19126
 1873009    30689    30573    98.4%           26      19115
 1958095    31253    22334    98.4%           26      19170
 1908829    30336    20880    98.4%           26      19164
 1934487    31994    20299    98.4%           26      19160
 1915817    31312    21329    98.4%           26      19150
 1914908    31368    22512    98.4%           26      19144
 1902085    31577    21458    98.4%           26      19137
 1921607    32467    20714    98.3%           26      19128
 1888946    32667    18603    98.3%           26      19122
 1905112    32743    21080    98.3%           26      19114
 1909877    33397    22511    98.3%           26      19108
 1900492    33131    20158    98.3%           26      19102
 1890241    30517    23666    98.4%           26      19094
 1474152    49653    40641    96.7%           26      18990
  854826    63774    76785    93.1%           26      18165
 1109509    60917    77530    94.8%           26      17992
 1236750    53443    73650    95.9%           27      18434
 1447211    50799    80171    96.6%           27      18685
 1514352    43988    78681    97.2%           27      18919
 1573664    40209    67957    97.5%           27      19083
 1673550    40690    66158    97.6%           27      19087
 1634591    45914    70813    97.3%           27      18974
 1721090    51139    63147    97.1%           27      19119
 1811776    43534    28227    97.7%           27      19140
 1820065    49390    16763    97.4%           27      19133
 1836844    51015    18011    97.3%           27      19127
 1790866    48269    16970    97.4%           27      19119
 1742304    51148    26199    97.1%           27      19135
 1781959    49667    16194    97.3%           27      19171
 1828502    51267    16198    97.3%           27      19164
 1833013    45528    17593    97.6%           27      19159
 1737541    39685    20893    97.8%           27      18681
 1801516    37894    18801    97.9%           27      18727
 1863555    36845    24587    98.1%           27      19032
 1871694    49998    22695    97.4%           27      19140
 1845541    41710    19655    97.8%           27      19140
 1841744    50058    18860    97.4%           27      19131
 1845375    50532    18449    97.3%           27      19125
 1843404    50794    18364    97.3%           27      19116
 1815592    50872    26580    97.3%           27      19175
 1909992    52096    17242    97.3%           27      19166
 1883987    43924    18583    97.7%           27      19162
 1897164    45752    17338    97.6%           27      19156
 1899413    41419    19931    97.9%           27      19151
 1810655    37304    24689    98.0%           28      18435
 1877422    38385    21644    98.0%           28      18688
 1925151    37404    23830    98.1%           28      18877
 1925623    37357    23277    98.1%           28      19143
 1928015    37037    23134    98.1%           28      19034
 1922333    36014    21103    98.2%           28      19127
 1844083    33187    33581    98.2%           28      19111
 1939602    45968    23811    97.7%           28      19166
 1922874    45142    18931    97.7%           28      19160
 1933285    35368    19979    98.2%           28      19152
 1921726    33758    20265    98.3%           28      19142
 1930264    33804    22781    98.3%           28      19139
 1983208    35367    21581    98.2%           28      19129
 1912842    33818    21943    98.3%           28      19121
 1895608    34173    21008    98.2%           28      19112
 1871886    33799    19958    98.2%           28      19104
 1882444    33265    28308    98.3%           28      19160
 1875632    33793    18854    98.2%           28      19153
 1866571    33571    19483    98.2%           28      19151
 1897122    30871    23086    98.4%           28      19142
 1857761    33952    18599    98.2%           28      19136
 1907389    34864    21056    98.2%           28      19132
 1944493    35071    20825    98.2%           28      19128
 1902566    34670    22171    98.2%           28      19120
 1910131    35036    20713    98.2%           28      19114
 1925254    34100    26172    98.3%           28      19108
 1928315    35477    23763    98.2%           28      19103
 1933036    36586    20481    98.1%           28      19096
 1889027    35673    23191    98.1%           28      19087
 1903362    36400    22455    98.1%           28      19079
  944578    76139    64891    92.5%           28      18769
  890896    74609    80372    92.3%           28      18042
 1135244    67435    78893    94.4%           29      18252
 1274376    58826    79075    95.6%           29      18498
 1355869    52435    77064    96.3%           29      18732
 1544502    48268    73888    97.0%           29      19097
 1582309    45001    67852    97.2%           29      19083
 1651473    42947    74091    97.5%           29      19090
 1716063    40375    69392    97.7%           29      19101
 1739415    38929    66671    97.8%           29      19050
 1860360    39727    39860    97.9%           29      18828
 1892027    37899    24007    98.0%           29      19125
 1859465    37325    22195    98.0%           29      18941
 1843958    36406    20905    98.1%           29      19120
 1882683    37780    21334    98.0%           29      19113
 1809911    34926    25203    98.1%           30      18956
 1881947    35716    22070    98.1%           30      19162
 1914594    37384    20396    98.1%           30      19152
 1889574    38830    24201    98.0%           30      19132
 1908832    38571    20195    98.0%           30      19138
 1927878    37717    23618    98.1%           30      19130
 1929073    38413    23791    98.0%           30      19122
 1915799    37426    21903    98.1%           30      19053
 1862773    34986    32383    98.2%           30      19148
 1937807    35810    22727    98.2%           30      19155
 1907872    37303    24336    98.1%           30      19116
 1907936    35194    22298    98.2%           30      19139
 1894244    35789    23548    98.1%           30      19130
 1884297    35501    25879    98.2%           30      18921
 1917307    35503    25074    98.2%           30      19108
 1879047    43045    30439    97.8%           30      18976
 1907362    37927    21735    98.1%           30      19143
 1927997    43241    21235    97.8%           30      19133
 1917566    35315    22664    98.2%           30      19123
 1963826    34995    26027    98.2%           30      19113
 1937992    34596    23966    98.2%           30      19101
 1903593    35008    23931    98.2%           30      19090
 1880225    33579    30969    98.2%           30      19143
 1922221    34437    23252    98.2%           30      19136
 1873748    34419    21314    98.2%           30      19130
 1949459    30590    29065    98.5%           30      19122
 1884776    35556    19444    98.1%           30      19118
 1874664    35231    22375    98.2%           30      19107
 1899996    36729    21335    98.1%           30      19098
 1892371    38439    20024    98.0%           30      19090
 1866709    36659    22126    98.1%           30      19080
 1869553    37373    21943    98.0%           30      19076
 1822803    37492    29943    98.0%           30      19047
 1844971    36089    19585    98.1%           30      19124
 1916030    38458    21094    98.0%           30      19118
 1853881    39021    18609    97.9%           30      19111
 1870724    38770    21412    98.0%           30      19106
 1828339    38699    21031    97.9%           30      19101
 1193715    74870    52044    94.1%           30      18931
  833172    75224    78213    91.7%           30      18227
 1011638    70753    72419    93.5%           30      18058
 1202851    63130    72302    95.0%           31      18533
 1330860    57196    72535    95.9%           31      19008
 1442730    54886    63631    96.3%           31      19057
 1566872    51963    81359    96.8%           31      19060
 1548806    44981    63699    97.2%           31      19078
 1611124    44222    62121    97.3%           31      19008
 1695206    40831    74166    97.6%           31      19050
 1771833    41638    40892    97.7%           31      18936
 1841036    40750    22216    97.8%           31      19109
 1840909    41101    24136    97.8%           31      19062
 1871419    41608    21494    97.8%           31      19093
 1735045    49086    29464    97.2%           31      19086
 1858605    54007    18990    97.2%           31      19141
 1832797    53631    18268    97.2%           31      19134
 1836480    54573    18226    97.1%           31      19127
 1825597    45308    18976    97.6%           31      19120
 1802612    49512    21904    97.3%           31      19113
 1801969    51475    18265    97.2%           31      19105
 1760982    47180    21152    97.4%           31      18594
 1841229    44047    24163    97.7%           31      18931
 1817235    40570    29770    97.8%           31      19082
 1840929    38622    25653    97.9%           32      18918
 1897589    41048    23962    97.9%           32      19132
 1876879    41174    19805    97.9%           32      19127
 1826344    40514    18766    97.8%           32      18983
 1910399    41204    22970    97.9%           32      19111
 1868680    39885    20714    97.9%           32      19103
 1850321    42094    22446    97.8%           32      18986
 1907926    40957    22314    97.9%           32      19088
 1901955    41430    29840    97.9%           32      19140
 1885992    40715    24341    97.9%           32      19024
 1906959    38775    21828    98.0%           32      19124
 1882472    43289    21318    97.8%           32      18998
 1906371    42670    22226    97.8%           32      19101
 1887079    52360    19981    97.3%           32      19089
 1914738    38428    23601    98.0%           32      19078
 1878323    36748    25131    98.1%           32      19130
 1861754    35767    20273    98.1%           32      19120
 1886681    37517    20355    98.1%           32      19114
 1892842    37722    22623    98.0%           32      19107
 1882469    38110    22584    98.0%           32      19096
 1846737    37669    22159    98.0%           32      19090
 1865222    39375    21112    97.9%           32      19077
 1853591    38278    21058    98.0%           32      19071
 1872073    39155    19991    98.0%           32      19061
 1798563    37050    28605    98.0%           32      19060
 1857983    37419    19052    98.0%           32      19109
 1877954    37990    18904    98.0%           32      19104
 1878932    38785    21451    98.0%           32      19097
 1881111    38571    19553    98.0%           32      19093
 1848197    38020    19562    98.0%           32      19089
 1853633    38691    20854    98.0%           32      19082
 1849567    39182    20819    97.9%           32      19075
 1864920    40053    21636    97.9%           32      19070
 1825714    39426    22918    97.9%           32      19065
 1828598    40261    21565    97.8%           32      19059
  983352    85987    58022    92.0%           32      18913
  824297    79991    80761    91.2%           32      18181
 1019041    71566    78727    93.4%           32      18271
 1230301    66683    78705    94.9%           33      18735
 1320696    61354    72801    95.6%           33      19039
 1424150    56218    81107    96.2%           33      19012
 1523768    50825    64901    96.8%           33      19059
 1562175    49934    63314    96.9%           33      19013
 1600526    47007    75181    97.1%           33      18883
 1641033    42972    69644    97.4%           33      19049
 1828343    45516    21903    97.6%           33      19084
 1764339    45264    24638    97.5%           33      19059
 1812332    45237    20665    97.6%           33      19071
 1732227    41802    28010    97.6%           33      19062
 1805900    43861    22314    97.6%           33      18912
 1852475    43306    21008    97.7%           33      19116
 1819972    44393    20326    97.6%           33      19108
 1763972    42020    26538    97.7%           33      19070
 1807558    44737    20748    97.6%           33      19096
 1795535    43544    20266    97.6%           33      19087
 1847622    44421    24278    97.7%           34      19080
 1828060    43848    21046    97.7%           34      19071
 1729915    41615    28272    97.7%           34      19031
 1859625    46261    23050    97.6%           34      19115
 1823994    42695    21515    97.7%           34      19109
 1845048    41750    25638    97.8%           34      18945
 1850495    43238    22540    97.7%           34      19092
 1823258    42796    21501    97.7%           34      19084
 1829903    42338    20997    97.7%           34      19073
 1738998    37935    27686    97.9%           34      18868
 1865341    37802    27387    98.0%           34      19118
 1887158    42418    20833    97.8%           34      19111
 1846755    38921    22832    97.9%           34      19102
 1864738    39701    26914    97.9%           34      18967
 1866811    40937    21848    97.9%           34      19099
 1862095    41196    21264    97.8%           34      19088
 1858173    40727    24782    97.9%           34      18910
 1807751    38527    30470    97.9%           34      19124
 1901927    39319    19939    98.0%           34      19119
 1872250    39211    20554    97.9%           34      19034
 1814509    44504    20648    97.6%           34      19090
 1891058    39047    20176    98.0%           34      19081
 1885281    37738    22383    98.0%           34      19070
 1909236    39121    25987    98.0%           34      19062
 1755180    36102    32085    98.0%           34      19034
 1810396    36340    22589    98.0%           34      19106
 1839202    37042    23068    98.0%           34      19101
 1817903    36945    23267    98.0%           34      19094
 1828573    37864    20965    98.0%           34      19085
 1863946    38639    23197    98.0%           34      19079
 1817820    39257    19741    97.9%           34      19072
 1808602    37969    22798    97.9%           34      19064
 1819445    40253    22480    97.8%           34      19058
 1810006    39359    22952    97.9%           34      19048
 1859417    40835    22817    97.9%           34      19039
 1759536    38506    31507    97.9%           34      19069
 1855251    36948    23793    98.0%           34      19088
 1866057    40917    21755    97.9%           34      19080
 1840793    40155    20229    97.9%           34      19073
 1850465    41433    22572    97.8%           34      19071
 1876120    41301    22247    97.8%           34      19062
 1855929    41301    21753    97.8%           34      19059
  845222    89638    65211    90.4%           34      18941
  753391    82951    84773    90.1%           34      18382
 1025169    78556    85910    92.9%           35      18438
 1178341    79394    85166    93.7%           35      18682
 1299744    75365    79417    94.5%           35      18994
 1390750    69740    72905    95.2%           35      19030
 1379766    54152    66505    96.2%           35      19041
 1490832    67703    69177    95.7%           35      19058
 1505934    64472    69324    95.9%           35      19017
 1569352    63296    64688    96.1%           35      19034
 1666291    64819    20646    96.3%           35      19067
 1664853    63891    18815    96.3%           35      19061
 1725753    54839    22928    96.9%           35      19056
 1605041    49226    26597    97.0%           35      18342
 1653742    50317    30818    97.0%           35      18738
 1709812    49307    20725    97.2%           35      18892
 1777972    48145    22709    97.4%           35      19099
 1722045    47522    18272    97.3%           35      19094
 1699746    47644    17989    97.3%           35      19087
 1695810    45349    23215    97.4%           35      18963
 1722619    46264    19514    97.4%           36      19079
 1731696    47831    18074    97.3%           36      19070
 1762005    49434    23426    97.3%           36      19065
 1705358    48466    20635    97.2%           36      19055
 1656640    50185    24898    97.1%           36      18878
 1731918    60780    20760    96.6%           36      19104
 1741919    56992    21143    96.8%           36      19098
 1786499    53557    18532    97.1%           36      19089
 1767844    53117    18697    97.1%           36      19080
 1749083    58318    18150    96.8%           36      19072
 1753739    52759    22688    97.1%           36      18767
 1787385    48294    23015    97.4%           36      19062
 1799459    47858    23158    97.4%           36      19054
 1743077    46548    28698    97.4%           36      18931
 1832964    46634    23188    97.5%           36      19067
 1818052    43642    20913    97.7%           36      19093
 1776679    44591    22981    97.6%           36      19003
 1787290    45045    20327    97.5%           36      19078
 1802130    45494    21090    97.5%           36      19071
 1744424    43985    20026    97.5%           36      19061
 1819650    45881    24419    97.5%           36      19052
 1753932    42180    28625    97.7%           36      19053
 1818619    47866    19589    97.4%           36      18922
 1835108    46000    21391    97.6%           36      19096
 1860490    41509    22825    97.8%           36      19083
 1780874    33470    27398    98.2%           36      19072
 1771787    39838    23241    97.8%           36      19063
 1767825    40527    22724    97.8%           36      19052
 1818755    40949    23825    97.8%           36      19044
 1771170    39987    31681    97.8%           36      19059
 1852751    41256    22920    97.8%           36      19092
 1829182    39061    25198    97.9%           36      19084
