Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    1653        1       33    99.9%           16      17380
    1592        0        0   100.0%           16      17380
    5720        0     3015   100.0%           16      17380
    1608        1        0    99.9%           16      17380
    1591        0        0   100.0%           16      17380
    1607        0        0   100.0%           16      17380
    1611        0        0   100.0%           16      17380
    1594        0        0   100.0%           16      17380
    1579        0        0   100.0%           16      17380
    1588        0       32   100.0%           16      17380
    1594        0        0   100.0%           16      17380
    5742        0     3014   100.0%           16      17380
    1614        0        0   100.0%           16      17380
    1606        0        0   100.0%           16      17380
    1613        0        0   100.0%           16      17380
    1621        0        0   100.0%           16      17380
    1608        0        0   100.0%           16      17380
    1608        0        0   100.0%           16      17380
    1609        0        5   100.0%           16      17380
    1605        0        0   100.0%           16      17380
    1593        0        0   100.0%           16      17380
    5752        0     3013   100.0%           16      17380
    1605        0        0   100.0%           16      17380
    1612        0        0   100.0%           16      17380
    1522        0       87   100.0%           16      17380
    1595        0        0   100.0%           16      17380
    1610        0        0   100.0%           16      17380
    1595        0        0   100.0%           16      17380
    1622        1       33    99.9%           16      17380
    1610        0        0   100.0%           16      17380
    5748        0     3011   100.0%           16      17380
    1606        0        0   100.0%           16      17380
    1604        0        0   100.0%           16      17380
    1623        0        0   100.0%           16      17380
    1606        0        0   100.0%           16      17380
    1597        0        0   100.0%           16      17380
    1595        0        0   100.0%           16      17380
    1602        1       33    99.9%           16      17380
    1606        0        0   100.0%           16      17380
    5752        0     3010   100.0%           16      17380
    1593        0        0   100.0%           16      17380
    1595        0        0   100.0%           16      17380
    1594        0        0   100.0%           16      17380
    1606        0        0   100.0%           16      17380
    1621        0        0   100.0%           16      17380
    1611        0        0   100.0%           16      17380
    1578        0        0   100.0%           16      17380
    1598        1       29    99.9%           16      17381
    1606        0        0   100.0%           16      17381
    5866        0     3053   100.0%           17      17381
    1595        0        0   100.0%           17      17381
    1607        0        0   100.0%           17      17381
    1606        0        0   100.0%           17      17381
    1579        0        0   100.0%           17      17381
    1608        0        0   100.0%           17      17381
    1642        0        0   100.0%           17      17381
    1604        1       33    99.9%           17      17381
    1606        0        0   100.0%           17      17381
    3755        0     5232   100.0%           17      17381
    1578        0        0   100.0%           17      17381
    1607        0        0   100.0%           17      17381
    1612        0        0   100.0%           17      17381
    1592        0        0   100.0%           17      17381
    1596        0        0   100.0%           17      17381
    1606        0        0   100.0%           17      17381
    1620        1       32    99.9%           17      17381
    1595        0        0   100.0%           17      17381
    5774        0     3007   100.0%           17      17381
    1581        0        0   100.0%           17      17381
    1605        0        0   100.0%           17      17381
    1611        0        0   100.0%           17      17381
    1579        0        0   100.0%           17      17381
    1612        0        0   100.0%           17      17381
    1642        0        0   100.0%           17      17381
    1592        0        0   100.0%           17      17381
    1631        1       33    99.9%           17      17381
    1593        0        0   100.0%           17      17381
    5794        0     3008   100.0%           17      17381
    1613        0        0   100.0%           17      17381
    1593        0        0   100.0%           17      17381
    1519        0       90   100.0%           17      17381
    1589        0        0   100.0%           17      17381
    1609        0        0   100.0%           17      17381
    1593        0        0   100.0%           17      17381
    1590        1       33    99.9%           17      17381
    1580        0        0   100.0%           17      17381
    5783        0     3008   100.0%           17      17381
    1596        0        0   100.0%           17      17381
    1612        0        0   100.0%           17      17381
    1584        0        0   100.0%           17      17381
    1642        0        0   100.0%           17      17381
    1611        0        0   100.0%           17      17381
    1708        0       38   100.0%           17      17381
    1606        0       36   100.0%           17      17381
    1640        0        0   100.0%           17      17381
    5771        0     3009   100.0%           17      17381
    1642        0        0   100.0%           17      17381
    1591        0        0   100.0%           17      17381
    1510        0       87   100.0%           17      17381
    1594        0        0   100.0%           17      17381
    1622        0        0   100.0%           17      17381
    1595        0        1   100.0%           17      17381
    1610        0        0   100.0%           17      17381
    1620        0       34   100.0%           17      17381
    1605        0        0   100.0%           17      17381
    5783        0     3008   100.0%           17      17381
    1607        0        0   100.0%           17      17381
    1593        0        0   100.0%           17      17381
    1650        4       19    99.8%           17      17381
    7327       66        0    99.1%           17      17381
    1608        0        0   100.0%           17      17382
    5902      334      231    94.6%           17      17383
    8777       40      320    99.5%            3      10916
    1418      138        0    91.1%            3       3454
   40788     3023     3294    93.1%            7        208

Ending tracing...
