13449.093525,52842,3088,49754,0,0
13450.113131,53631,3119,50512,0,0
13451.133030,54285,3119,51166,0,0
13452.152944,54889,3119,51770,0,0
13453.172944,54889,3119,51770,0,0
13454.203739,55446,3304,52142,0,0
13455.947279,56313,3119,53194,0,0
13456.966298,56990,3119,53871,0,0
13457.985315,114343,6053,108290,0,0
13459.303788,58506,3119,55387,0,0
13460.313543,58827,3119,55708,0,0
13461.333631,59384,3119,56265,0,0
13462.353709,59732,3119,56613,0,0
13463.373810,59732,3119,56613,0,0
13464.404544,60118,3119,56999,0,0
13465.414253,60472,3119,57353,0,0
13466.434753,60472,3119,57353,0,0
13467.454853,59299,1780,57519,0,0
13469.206224,118442,2588,115854,0,0
13470.515229,59334,1349,57985,0,0
13471.535324,60003,1349,58654,0,0
13472.555400,60387,1349,59038,0,0
13473.575475,60396,1349,59047,0,0
13474.606331,61122,1349,59773,0,0
13475.615659,61701,1521,60180,0,0
13477.348759,61498,1340,60158,0,0
13478.368274,123738,2495,121243,0,0
13479.707137,125171,2571,122600,0,44
13481.737612,123753,2309,121444,0,1480
13483.777960,121771,1452,120319,0,2881
13485.818750,122356,1840,120516,0,2869
13487.859582,121824,1258,120566,0,2839
13490.010544,61244,659,60585,0,1418
13490.920853,60746,518,60228,0,1826
13492.648316,122737,1454,121283,0,3916
13493.981974,122574,1327,121247,0,4395
13496.029060,122083,1610,120473,0,5488
13498.073096,61364,749,60615,0,2947
13499.093580,61238,553,60685,0,2965
13500.125033,182001,1596,180405,0,11207
13503.175116,60459,350,60109,0,3917
13504.195788,121117,1062,120055,0,8041
13506.236593,119493,1074,118419,0,9739
13508.277919,59539,317,59222,0,4889
13510.102339,179765,1688,178077,0,14289
13512.360158,121119,1004,120115,0,8248
13514.401154,59868,178,59690,0,4495
13515.421657,59612,-77,59689,0,4518
13517.352373,180058,1348,178710,0,13871
13519.503557,119934,916,119018,0,9424
13521.544491,59588,416,59172,0,5050
13522.564960,118929,859,118070,0,10375
13524.605962,118720,1254,117466,0,10983
13526.637173,118660,1315,117345,0,11083
13527.667402,58614,406,58208,0,6017
13528.687871,116490,616,115874,0,12580
13530.728908,116373,510,115863,0,12592
13532.769914,115783,511,115272,0,13189
13534.810838,115588,599,114989,0,13483
13537.073401,116110,1116,114994,0,13482
13538.924324,57618,389,57229,0,7009
13539.944800,111924,672,111252,0,17224
13542.263909,55796,170,55626,0,8612
13543.031055,110996,308,110688,0,17788
13545.108956,111243,914,110329,0,18131
13547.119790,55153,177,54976,0,9287
13548.168590,110964,1014,109950,0,18535
13550.250889,110216,773,109443,0,19043
13552.283343,54425,-43,54468,0,9799
13553.333356,164454,1041,163413,0,29325
13556.458156,109765,1135,108630,0,19866
13558.653483,54564,406,54158,0,10091
13559.529548,54564,406,54158,0,10091
13560.550122,107636,624,107012,0,21486
13562.591323,53366,331,53035,0,11214
13563.611867,53346,311,53035,0,11214
13564.643396,106650,578,106072,0,22427
13566.688506,107072,1810,105262,0,22377
