Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    9148     1968     4118    82.3%            8        223
    5159      300     3046    94.5%           10        236
    1616        0        0   100.0%           10        236
    2118      119      107    94.7%           10        236
    1648        0        4   100.0%           10        236
    1617       31        0    98.1%           10        236
    1805        0      143   100.0%           10        236
    1600        0        0   100.0%           10        236
    1625        0        0   100.0%           10        236
    1574        0        0   100.0%           10        236
    3375        0     3044   100.0%           10        236
    1520        0       98   100.0%           10        236
    1611        0        0   100.0%           10        236
    1562        0        0   100.0%           10        236
    1586        0        0   100.0%           10        236
    1625        2   127764    99.9%           10        732
    1956       14   185101    99.3%           10       1501
  -48518        0   236977   100.0%           10       2285
 -485314        0   486932   100.0%           10       2285
 -450507        0   457619   100.0%           10       2285
 -406868        0   408988   100.0%           10       1949
 -368972        0   370589   100.0%           10       2285
 -314890        0   316507   100.0%           10       2285
 -481220        0   482824   100.0%           10       2285
 -481738        0   483380   100.0%           10       2285
 -358086        0   387174   100.0%           10       2389
    1614        0   160625   100.0%           10       3051
    2105       25   157834    98.8%           10       3717
    4189       55   148168    98.7%           10       4333
    1727        9        0    99.5%           10       3792
    1603        0        0   100.0%           10       3246
    1593        0        0   100.0%           10       3054
 -125181        0   126797   100.0%           10       3199
 -281914        0   283539   100.0%           10       3553
 -459647        0   461283   100.0%           10       3658
 -519898        0   521504   100.0%           10       3658
 -521777        0   523383   100.0%           10       3658
  -30747        0   265939   100.0%           10       4547
    1530        0   210091   100.0%           10       5434
 -315028        0   373070   100.0%           10       5706
 -369803        0   371419   100.0%           10       5706
 -278580        0   280196   100.0%           10       5706
 -145393        0   147325   100.0%           10       5706
 -136496        0   138521   100.0%           10       5706
 -124844        0   126917   100.0%           10       5706
  -97781        0    99727   100.0%           10       5137
    1629        0        0   100.0%           10       4723
  -62360        0    68781   100.0%           10       4548
 -166264        0   167866   100.0%           10       4071
 -290590        0   292193   100.0%           10       4248
 -248388        0   250019   100.0%           10       4248
 -341420        0   343021   100.0%           10       4248
 -288570        0   290230   100.0%           10       4248
 -279963        0   282309   100.0%           11       2288
 -294321        0   295932   100.0%           11       2287
 -275327        0   276930   100.0%           11       2287
 -272396        0   280799   100.0%           11       2295
 -274672        0   276279   100.0%           11       2296
  -60861        0   216426   100.0%           11       2892
    1603        0   193656   100.0%           11       3686
  -79303        0   240336   100.0%           11       4343
 -354322        0   356665   100.0%           11       4008
 -217881        0   219482   100.0%           11       2946
 -254670        0   256271   100.0%           11       4004
 -319407        0   321022   100.0%           11       4344
 -355137        0   365945   100.0%           11       2763
 -415372        2   416962   100.0%           11       2304
 -403887        0   405501   100.0%           11       2304
 -291080        0   292699   100.0%           11       2304
 -269386        0   271005   100.0%           11       2304
 -165149        0   167551   100.0%           11       2304
 -166114        0   167877   100.0%           12       2305
 -199014        0   200630   100.0%           12       1760
 -191497        0   195428   100.0%           12       1568
 -241240        0   287411   100.0%           12       2444
    1621        0   249244   100.0%           12       3471
  -70819        0   285546   100.0%           12       4352
 -410353        0   413140   100.0%           12       4352
 -426490       18   429197   100.0%           12       4352
 -466700        0   469188   100.0%           12       4352
 -257378        0   259361   100.0%           12       2477
 -277419        0   279034   100.0%           12       2112
 -497502   119389   409577   131.6%           12       2768
 -257953        0   286307   100.0%           12       3140
 -207767        0   232983   100.0%           12       3415
  -85153        0   104879   100.0%           12       3451
  -53362    73314        0  -267.5%           12       3468
   -5786    54629    17136   -11.8%           12       3518
 -228261    49313   267663   127.6%           12       1675
 -132445   127226   203070  2537.7%           12       3041
   43432    56158        0    43.6%           12       3273
   50438    62111        0    44.8%           12       2780
   51889   215449        1    19.4%           12       1086
  338040   203987     3040    62.4%           12       1946
  435557    86493        0    83.4%           12       2306
  932135        0        0   100.0%           12       2306
  772699        0        0   100.0%           12       2306
  159308        0        0   100.0%           12       2306
    8002        1        5   100.0%           12       2306
    2165    10371        0    17.3%           12       2346
  135425    17963        0    88.3%           12       2397
  107993    19719        0    84.6%           12       2446
   82486    20228     3040    80.3%           12       2496
   79333    20172        0    79.7%           12       2546
   79319    20549        0    79.4%           12       2595
   81525    20526        0    79.9%           12       2647
   77976    21483        0    78.4%           12       2697
   78739    19596        0    80.1%           12       2746
   78004    19359       33    80.1%           12       2795
   79470    18953        0    80.7%           12       2844
   78455    19811        0    79.8%           12       2893
   77771    20406        0    79.2%           12       2942
   82601    20023     3040    80.5%           12       2992
   78426    19758        0    79.9%           12       3041
   76309    19782        0    79.4%           12       3089
   78392    18961        0    80.5%           12       3138
   80038    20138        0    79.9%           12       3189
   76559    19315        5    79.9%           12       3236
   76033    19631       29    79.5%           12       3284
   77809    21186        0    78.6%           12       3336
  128403    78058        0    62.2%           12       3544
  144815    75054     5264    65.9%           12       3766
  140450    84968        0    62.3%           12       3993
  143252    81166        0    63.8%           12       4223
  897665    45930        0    95.1%           12       4354
  118317        6        0   100.0%           12       4354
    1602        0        0   100.0%           12       4354
    1613        0       33   100.0%           12       4354
  -52857        0    54460   100.0%           12       4354
 -269247        0   270864   100.0%           12       4354
 -333898        0   335513   100.0%           12       4354
 -466284        0   475073   100.0%           12       4354
 -458741        0   460363   100.0%           12       4354
 -441277        0   442879   100.0%           12       4354
 -277677        0   279279   100.0%           12       4354
 -298610        0   300226   100.0%           12       3270
 -513327        2   514971   100.0%           12       2307
 -559448    77372   503017   116.0%           12       2608
 -472604   144192   366091   143.9%           12       3218
  -50007    68832        0  -265.6%           12       3503
  -42056    63744     3037  -193.9%           12       3764
  -92598   125600        0  -280.6%           12       2767
    1890    31980        0     5.6%           12       1112
    1588    11594        0    12.0%           12        324
    1616    12066        0    11.8%           12        377
    1626    11719        0    12.2%           12        429
    1626    11382       28    12.5%           12        478
  -10179    57725        0   -21.4%           12        630
  117386    30432        0    79.4%           12        734
   69544    29969     3035    69.9%           12        833
   70623    29402        0    70.6%           12        928
   68393    35871        0    65.6%           12       1044
   36826    71004        0    34.2%           12       1297
   51456   102144        0    33.5%           12       1684
