Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
 -432946        0   442998   100.0%           11       2334
 -277139        0   292698   100.0%           11       2344
 -346972        0   366258   100.0%           11       2325
 -214690    14837   219237   107.4%           11       2364
    9596      216     5267    97.8%           11       2382
    2292    23780        0     8.8%           11        903
    8819    29422        0    23.1%           11        346
    8996    26851        0    25.1%           11        443
   49702    29862      119    62.5%           11        540
  188056    31429        0    85.7%           11        623
  372632    20584        0    94.8%           11        678
   78352    19898        0    79.7%           11        728
   54930    39120        0    58.4%           11        807
   19044    72529     3029    20.8%           11        941
   15165    68809        0    18.1%           11       1070
   15313    70058        0    17.9%           11       1202
   16456    70579        0    18.9%           11       1336
   15626    68604       33    18.6%           11       1465
  623802   224602        0    73.5%           11       1939
 1504562    24670        0    98.4%           11       2298
   56806        0        0   100.0%           11       2298
  -22109        0    23720   100.0%           11       2386
 -152508        1   161079   100.0%           11       3071
 -222535        0   224144   100.0%           11       4010
 -401361        0   402977   100.0%           11       4346
 -275284        0   276899   100.0%           11       2942
 -286307        0   287934   100.0%           11       2298
 -201585        0   203210   100.0%           11       2297
 -253701        0   256977   100.0%           11       2304
 -237378        0   241653   100.0%           11       2305
 -345429        0   386224   100.0%           11       2354
 -421896    21080   446339   105.3%           11       2406
 -289736        0   300048   100.0%           11       2421
 -267113        0   275123   100.0%           11       2298
 -277422        0   286253   100.0%           11       2307
 -124523        0   135595   100.0%           11       2325
    5622     7051        1    44.4%           11       1819
   10063    27192        0    27.0%           11        272
   32067    39623        0    44.7%           11        408
   62376    40234        0    60.8%           11        515
  167103    30280     3033    84.7%           11        602
  223791    18703        0    92.3%           11        653
   82011    18718        0    81.4%           11        704
   80319    18711        0    81.1%           11        756
   24151    64193       90    27.3%           11        876
   14798    70045       29    17.4%           11       1006
   14951    71488        0    17.3%           11       1138
   14804    71251        0    17.2%           11       1269
   16525    72292        0    18.6%           11       1406
  122708    66147        0    65.0%           11       1531
 1207000   198691     3029    85.9%           11       2300
  773637        0        0   100.0%           11       2300
    1611        0        0   100.0%           11       2300
  -80133        0    81731   100.0%           11       2617
 -206756        0   208389   100.0%           11       3466
 -263030        0   264629   100.0%           11       4348
 -458968        0   460533   100.0%           11       4348
 -297988        0   299570   100.0%           11       4348
 -357677        0   359253   100.0%           11       2299
 -427149        0   435691   100.0%           11       2299
 -467578        0   469160   100.0%           11       2299
 -412736        0   414353   100.0%           11       2299
 -295894        0   297493   100.0%           11       2299
 -273484        0   275129   100.0%           11       2296
 -282069        0   283683   100.0%           11       2298
 -211452        0   213051   100.0%           11       2885
 -205056        0   206671   100.0%           11       3354
 -157751        0   159331   100.0%           11       2281
 -226115        0   234894   100.0%           11       3244
 -243638        0   245222   100.0%           11       3204
 -119527        0   121127   100.0%           11       1886
  -90264        0    91874   100.0%           11       1106
 -108426    17302   116149   119.0%           11       1640
 -106334    19193   113204   122.0%           11       2193
  -34052     6696    39393   124.5%           11       2420
  -38262        0    44412   100.0%           11       2430
 -239728    16924   248011   107.6%           11       1575
 -303876    23107   322696   108.2%           11       2434
 -449324     3947   472892   100.9%           11       2506
 -398082        0   407190   100.0%           11       2527
 -313558        0   335529   100.0%           11       2387
 -275133        0   393154   100.0%           11       2626
  -84381    19175   237842   129.4%           11       2680
   11303     4475        0    71.6%           11       2693
   19195    19441        0    49.7%           11        922
   47795    33500        3    58.8%           11        347
   60884    37865     3029    61.7%           11        442
   57169    39158        0    59.3%           11        539
   59948    37062        0    61.8%           11        635
   49054    45354        0    52.0%           11        742
  -18600   105037        0   -21.5%           11        913
  -15419   101058      119   -18.0%           11       1081
  -30171   114864        0   -35.6%           11       1265
    -214   131059        0    -0.2%           11       1457
  198529   126402        0    61.1%           11       1617
  -44230   121185        0   -57.5%           11       1771
  620189   111005     3027    84.8%           11       2088
 1226465    39621        0    96.9%           11       2298
   14424        0        0   100.0%           11       2299
    2319        1        0   100.0%           11       2299
    1623        1       33    99.9%           11       2299
   25714     6153        0    80.7%           11       2313
   79608    19996        0    79.9%           11       2363
   80583    20390        0    79.8%           11       2414
   78846    20200        0    79.6%           11       2464
   83585    20078     3025    80.6%           11       2514
   79912    20472        0    79.6%           11       2565
   78891    20202        0    79.6%           11       2614
   81194    20046        0    80.2%           11       2665
   78766    19873        5    79.9%           11       2715
   78898    20114       29    79.7%           11       2764
   74269    25139        0    74.7%           11       2821
   15575    70360        0    18.1%           11       2948
   15778    73599        0    17.7%           11       3083
   16059    69647        0    18.7%           11       3212
   22436    65406     3026    25.5%           11       3338
   16328    67929        0    19.4%           11       3464
  322926    61666        0    84.0%           11       3578
 1241729   199423      302    86.2%           11       4348
  630808        0      108   100.0%           11       4349
    1592        0        0   100.0%           11       4349
    6099      110        0    98.2%           12       4349
   23895     5476        0    81.4%           12       4361
   78784    19804        0    79.9%           12       4412
   88246    17504     3028    83.4%           12       4463
   78897    19733        0    80.0%           12       4512
   79216    19910        0    79.9%           12       4562
   79312    19897        0    79.9%           12       4612
   79787    19089       33    80.7%           12       4661
   59137    12279       60    82.8%           12       4694
    9206        0        0   100.0%           12       4694
    1614        0        0   100.0%           12       4694
    6183        0        0   100.0%           12       4694
    3511        0     5272   100.0%           12       4694
    1610        0        0   100.0%           12       4694
    1617        0        0   100.0%           12       4694
    1598        0        0   100.0%           12       4694
    1593        0        0   100.0%           12       4694
    1536        0      117   100.0%           12       4695
    1610        0        0   100.0%           12       4695
    1597        0        0   100.0%           12       4695
    1611        0        0   100.0%           12       4695
    1611        0        0   100.0%           12       4695
   18121        0     3025   100.0%           12       4698
   50576      139        0    99.7%           12       4698
   50733      158        0    99.7%           13       4698
   49858      136        1    99.7%           13       4699
    1603        0       42   100.0%           13       4699
    1599        0        0   100.0%           13       4699
    1612        0        0   100.0%           13       4699
    1613        0        0   100.0%           13       4699
    1613        0        0   100.0%           13       4699
    5609        0     3028   100.0%           13       4699
    1597        0        0   100.0%           13       4699
    7821       64        0    99.2%           13       4699
    1676        0       38   100.0%           13       4699
    1653        0        0   100.0%           13       4699
    4486        0      179   100.0%           14       4699
    1611        0        0   100.0%           14       4699
    9934        0        0   100.0%           14       4699
    1611        0        0   100.0%           14       4699
   12670        0        0   100.0%           14       4699
   54744        0     5315   100.0%           14       4708
   46663        0        0   100.0%           14       4708
   30420        1        1   100.0%           14       4708
    1598        0        0   100.0%           14       4708
    1598        0       57   100.0%           14       4708
    1596        2        2    99.9%           14       4708
    1611        0        0   100.0%           14       4708
    1649        0        0   100.0%           14       4708
    1625        0        0   100.0%           14       4708
    1612        0        0   100.0%           14       4708
    5044        0     2621   100.0%           14       4708
    1599        0        0   100.0%           14       4708
    1615        0        0   100.0%           14       4708
    1616        0        0   100.0%           14       4708
    1622        0       36   100.0%           14       4708
    1610        0        0   100.0%           14       4708
    1602        0        0   100.0%           14       4708
    1596        0        0   100.0%           14       4708
    1611        0        0   100.0%           14       4708
    5856        0     3029   100.0%           14       4708
    1603        0        0   100.0%           14       4708
    1616        0        0   100.0%           14       4708
    1608        0        0   100.0%           14       4708
    1613        0        8   100.0%           14       4708
    1649        1       29    99.9%           14       4708
    1612        0        0   100.0%           14       4708
    1597        0        0   100.0%           14       4708
    1595        0        0   100.0%           14       4708
    1616        0        0   100.0%           14       4708
    5859        0     3029   100.0%           14       4708
    1599        0        0   100.0%           14       4708
    1599        0        0   100.0%           14       4708
    1583        0        0   100.0%           14       4708
    1627        0       33   100.0%           14       4708
    1584        0        0   100.0%           14       4708
    1583        0        0   100.0%           14       4708
    1628        0        0   100.0%           14       4708
    1611        0        0   100.0%           14       4708
    3829        0     5264   100.0%           14       4708
    1593        0        0   100.0%           14       4708
    1616        0        0   100.0%           14       4708
    1614        0        0   100.0%           14       4708
    1611        0        0   100.0%           14       4708
    1590        1       30    99.9%           14       4708
    1599        0        0   100.0%           14       4708
    1628        0        0   100.0%           14       4708
    1584        0        0   100.0%           14       4708
    1596        0        0   100.0%           14       4708
    5853        0     3030   100.0%           14       4709
    1597        0        0   100.0%           14       4709
    1599        0        0   100.0%           14       4709
    1610        0        0   100.0%           14       4709
    1593        0       33   100.0%           14       4709
    1600        0        0   100.0%           14       4709
    1612        0        0   100.0%           14       4709
    1596        0        0   100.0%           14       4709
    1626        0        0   100.0%           14       4709
    5859        0     3033   100.0%           14       4709
    1599        0        0   100.0%           14       4709
    1602        0        0   100.0%           14       4709
    1611        0        0   100.0%           14       4709
    1623        0        0   100.0%           14       4709
    1540        0      117   100.0%           14       4709
    1578        0        0   100.0%           14       4709
    1614        0        0   100.0%           14       4709
    1611        0        0   100.0%           14       4709
    1613        0        0   100.0%           14       4709
    5905        0     3032   100.0%           14       4709
    1584        0        0   100.0%           14       4709
    1601        0        0   100.0%           14       4709
    1613        0        0   100.0%           14       4709
    1597        0       33   100.0%           14       4709
    1610        0        0   100.0%           14       4709
    1610        0        0   100.0%           14       4709
    1585        0        0   100.0%           14       4709
    2462        0        0   100.0%           14       4709
    6704        0     3034   100.0%           14       4709
    1625        0        0   100.0%           14       4709
    3636        0        4   100.0%           14       4709
    1613        0        0   100.0%           14       4709
    3627        1        4   100.0%           14       4709
    1519        0      125   100.0%           14       4709
    1615        0        0   100.0%           14       4709
    1596        0        0   100.0%           14       4709
    2793        0        4   100.0%           14       4709
    1603        0        0   100.0%           14       4709
    5904        0     3034   100.0%           14       4709
    3707        0        4   100.0%           14       4709
    1596        0        0   100.0%           14       4709
    3609        0        4   100.0%           14       4709
    2781        0       15   100.0%           14       4709
    2469        0       35   100.0%           14       4709
    1613        0        0   100.0%           14       4709
    3605        0        4   100.0%           14       4709
    1582        0        0   100.0%           14       4709
    1599        0        0   100.0%           14       4709
    6918        0     3035   100.0%           16       4709
    1612        0        0   100.0%           16       4709
    2730        0        2   100.0%           16       4709
    1599        0        0   100.0%           16       4709
    1585        2       39    99.9%           16       4709
    2333        3        0    99.9%           16       4709
    1616        0        0   100.0%           16       4709
    1599        0        0   100.0%           16       4709
    1595        0        0   100.0%           16       4709
    3826        0     5273   100.0%           16       4709
    1609        0        0   100.0%           16       4709
    1597        0        0   100.0%           16       4709
    1615        0        0   100.0%           16       4709
    1541        0       89   100.0%           16       4709
    4483        0       96   100.0%           16       4710
    1614        0        0   100.0%           16       4710
    1599        0        0   100.0%           16       4710
    1612        0        0   100.0%           16       4710
    1586        0        0   100.0%           16       4710
    5829        0     3124   100.0%           16       4710
    1614        0        0   100.0%           16       4710
    1601        0        0   100.0%           16       4710
    1596        0        0   100.0%           16       4710
    1616        1       33    99.9%           16       4710
    1646        0        0   100.0%           16       4710
    1610        0        0   100.0%           16       4710
    1601        0        0   100.0%           16       4710
    1609        0        0   100.0%           16       4710
    5920        0     3035   100.0%           16       4710
    1613        0        0   100.0%           16       4710
    1612        0        0   100.0%           16       4710
    1583        0        0   100.0%           16       4710
    1595        0        0   100.0%           16       4710
    1595        0       33   100.0%           16       4710
    1594        0        0   100.0%           16       4710
    1585        0        0   100.0%           16       4710
    1610        0        0   100.0%           16       4710
    1596        0        0   100.0%           16       4710
    5931        0     3035   100.0%           16       4710
    1610        0        0   100.0%           16       4710
    1597        0        0   100.0%           16       4710
    1596        0        0   100.0%           16       4710
    1595        0       33   100.0%           16       4710
    1623        0        0   100.0%           16       4710
    1646        0        0   100.0%           16       4710
    1616        0        0   100.0%           16       4710
    1615        0        0   100.0%           16       4710
    5945        0     3038   100.0%           16       4710
    1598        0        0   100.0%           16       4710
    1601        0        0   100.0%           16       4710
    1599        0        0   100.0%           16       4710
    1645        0        0   100.0%           16       4710
    1510        0      118   100.0%           16       4710
    1646        0        0   100.0%           16       4710
    1597        0        0   100.0%           16       4710
    1625        0        0   100.0%           16       4710
    1610        0        0   100.0%           16       4710
    5949        0     3038   100.0%           16       4710
    1615        0        0   100.0%           16       4710
    1612        0        0   100.0%           16       4710
    1613        0        0   100.0%           16       4710
    1607        1       33    99.9%           16       4710
    1612        0        0   100.0%           16       4710
    1625        0        0   100.0%           16       4710
    1611        0        0   100.0%           16       4710
    1613        0        0   100.0%           16       4710
    5954        0     3042   100.0%           16       4710
    1596        0        0   100.0%           16       4710
    1641        0        0   100.0%           16       4710
    1598        0        0   100.0%           16       4710
    1610        0        0   100.0%           16       4710
    1536        0      118   100.0%           16       4710
    1646        0        0   100.0%           16       4710
    1616        0        0   100.0%           16       4710
    1625        0        0   100.0%           16       4710
    1613        0        0   100.0%           16       4710
    3892        0     5276   100.0%           16       4711
    1615        0        0   100.0%           16       4711
    1617        0        0   100.0%           16       4711
    1622        0        0   100.0%           16       4711
    1600        0        5   100.0%           16       4711
    1614        1       29    99.9%           16       4711
    1613        0        0   100.0%           16       4711
    1611        0        0   100.0%           16       4711
    1612        0        0   100.0%           16       4711
    1599        0        0   100.0%           16       4711
    4141        0     1755   100.0%           16       4711
    1625        0        0   100.0%           16       4711
    1615        0        0   100.0%           16       4711
    1615        0        0   100.0%           16       4711
    1625        0       33   100.0%           16       4711
    1594        0        0   100.0%           16       4711
    1583        0        0   100.0%           16       4711
    1625        0        0   100.0%           16       4711
    1611        0        0   100.0%           16       4711
    5938        0     3040   100.0%           16       4711
    1610        0        0   100.0%           16       4711
    1615        0        0   100.0%           16       4711
    1583        0        0   100.0%           16       4711
    1602        0        5   100.0%           16       4711
    1614        1       29    99.9%           16       4711
    1595        0        0   100.0%           16       4711
    1586        0        0   100.0%           16       4711
    1597        0        0   100.0%           16       4711
    1601        0        0   100.0%           16       4711
    5955        0     3037   100.0%           16       4711
    1647        0       53   100.0%           16       4711
    1613        0        0   100.0%           16       4711
    1598        0        0   100.0%           16       4711
    1623        0       36   100.0%           16       4711
    1610        0        0   100.0%           16       4711
    1645        0        0   100.0%           16       4711
    1597        0        0   100.0%           16       4711
    1592        0        0   100.0%           16       4711
    7952        0     3078   100.0%           16       4711
    1611        0        0   100.0%           16       4711
    1598        0        0   100.0%           16       4711
    1611        0        0   100.0%           16       4711
    1610        0        0   100.0%           16       4711
    1605        0       33   100.0%           16       4711
    1610        0        0   100.0%           16       4711
    1609        0        0   100.0%           16       4711
    1613        0        0   100.0%           16       4711
    1650        0        0   100.0%           16       4711
    5990        0     3038   100.0%           16       4711
    1599        0        0   100.0%           16       4711
    1601        0        0   100.0%           16       4711
    1583        0        0   100.0%           16       4711
    1607        0       37   100.0%           16       4712
    1611        0        0   100.0%           16       4712
    1615        0        0   100.0%           16       4712
    1646        0        0   100.0%           16       4712
    1593        0        0   100.0%           16       4712
    6029        0     3038   100.0%           16       4712
    1599        0        0   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1610        0        0   100.0%           16       4712
    1595        0        0   100.0%           16       4712
    1536        0      118   100.0%           16       4712
    1584        0        0   100.0%           16       4712
    1612        0        0   100.0%           16       4712
    1584        0        0   100.0%           16       4712
    1646        0        0   100.0%           16       4712
    3892        0     5345   100.0%           16       4712
    1595        0        0   100.0%           16       4712
    1616        0        0   100.0%           16       4712
    1583        0        0   100.0%           16       4712
    1573        0       53   100.0%           16       4712
    1646        0        0   100.0%           16       4712
    1599        0        0   100.0%           16       4712
    1601        0        0   100.0%           16       4712
    1598        0        0   100.0%           16       4712
    6040        0     3040   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1610        0        0   100.0%           16       4712
    1626        0        0   100.0%           16       4712
    1610        0        0   100.0%           16       4712
    1519        0      136   100.0%           16       4712
    1615        0        0   100.0%           16       4712
    1616        0        0   100.0%           16       4712
    1623        0        0   100.0%           16       4712
    1611        0        0   100.0%           16       4712
    6027        0     3041   100.0%           16       4712
    1614        0        0   100.0%           16       4712
    1627        0        0   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1616        0        4   100.0%           16       4712
    1595        2        2    99.9%           16       4712
    1595        0        0   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1599        0        0   100.0%           16       4712
    1598        0        0   100.0%           16       4712
    1613        0        0   100.0%           16       4712
    1616        0        0   100.0%           16       4712
    1643        0        0   100.0%           16       4712
    1604        0       32   100.0%           16       4712
    1646        0        0   100.0%           16       4712
    1586        0        0   100.0%           16       4712
    1593        0        0   100.0%           16       4712
    1598        0        0   100.0%           16       4712
    6023        0     3042   100.0%           16       4712
    1595        0        0   100.0%           16       4712
    1598        0        0   100.0%           16       4712
    1704        0       39   100.0%           16       4712
    1618        0        7   100.0%           16       4712
    1616        1       29    99.9%           16       4712
    1646        0        0   100.0%           16       4712
    1635        0        0   100.0%           16       4712
    1830        0       17   100.0%           16       4712
    1612        0        0   100.0%           16       4712
    5926        0     3131   100.0%           16       4712
    1596        0        0   100.0%           16       4712
    1604        0        0   100.0%           16       4712
    1614        0        0   100.0%           16       4712
    1601        0       40   100.0%           16       4713
    1611        0        0   100.0%           16       4713
    1582        0        0   100.0%           16       4713
    1585        0        0   100.0%           16       4713
    1581        0        0   100.0%           16       4713
    6046        0     3043   100.0%           16       4713
    1610        0        0   100.0%           16       4713
    1648        0        0   100.0%           16       4713
    1595        0        0   100.0%           16       4713
    1611        0        0   100.0%           16       4713
    1607        1       30    99.9%           16       4713
    1610        0        0   100.0%           16       4713
    1616        0        0   100.0%           16       4713
    1595        0        0   100.0%           16       4713
    1610        0        0   100.0%           16       4713
    3909        0     5365   100.0%           17       4713
    1594        0        0   100.0%           17       4713
    1648        0        0   100.0%           17       4713
    1609        0        0   100.0%           17       4713
    1607        0       33   100.0%           17       4713
    1624        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1601        0        0   100.0%           17       4713
    1582        0        0   100.0%           17       4713
    6047        0     3045   100.0%           17       4713
    1599        0        0   100.0%           17       4713
    1648        0        0   100.0%           17       4713
    1594        0        0   100.0%           17       4713
    1599        0        0   100.0%           17       4713
    1620        0       33   100.0%           17       4713
    1645        0        0   100.0%           17       4713
    1613        0        0   100.0%           17       4713
    1598        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    6048        0     3043   100.0%           17       4713
    1614        0        0   100.0%           17       4713
    1616        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1608        1       33    99.9%           17       4713
    1581        0        0   100.0%           17       4713
    1645        0        0   100.0%           17       4713
    1613        0        0   100.0%           17       4713
    1583        0        0   100.0%           17       4713
    6043        0     3043   100.0%           17       4713
    1599        0        0   100.0%           17       4713
    1612        0        0   100.0%           17       4713
    1598        0        0   100.0%           17       4713
    1582        0        0   100.0%           17       4713
    1521        0      119   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1601        0        0   100.0%           17       4713
    1599        0        0   100.0%           17       4713
    1584        0        0   100.0%           17       4713
    5949        0     3129   100.0%           17       4713
    1609        0        0   100.0%           17       4713
    1615        0        0   100.0%           17       4713
    1609        0        0   100.0%           17       4713
    1619        0        5   100.0%           17       4713
    1593        2        2    99.9%           17       4713
    1598        0        0   100.0%           17       4713
    1584        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    6067        0     3044   100.0%           17       4713
    1530        0       87   100.0%           17       4713
    1593        0        0   100.0%           17       4713
    1586        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    1621        1       33    99.9%           17       4713
    1607        0        0   100.0%           17       4713
    1612        0        0   100.0%           17       4713
    1607        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    6076        0     3041   100.0%           17       4713
    1587        0        0   100.0%           17       4713
    1612        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    1611        0        8   100.0%           17       4713
    1603        1       29    99.9%           17       4713
    1611        0        0   100.0%           17       4713
    1611        0        0   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1648        0        0   100.0%           17       4713
    4036        0     5277   100.0%           17       4713
    1610        0        0   100.0%           17       4713
    1616        0        0   100.0%           17       4713
    1646        0        0   100.0%           17       4713
    1614        0       33   100.0%           17       4713
    1625        0        0   100.0%           17       4713
    1646        0        0   100.0%           17       4713
    1616        0        0   100.0%           17       4713
    1613        0        0   100.0%           17       4713
    6090        0     3041   100.0%           17       4713
    1582        0        0   100.0%           17       4713
    1625        0        0   100.0%           17       4713
    1615        0        0   100.0%           17       4713
    1587        0        3   100.0%           17       4713
    1631        1       28    99.9%           17       4713
    1610        0        0   100.0%           17       4713
    1617        0        0   100.0%           17       4713
    1644        0        0   100.0%           17       4713
