Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    4388     2039     4118    68.3%            9        223
    1602        0       25   100.0%            9        225
    1598        0       39   100.0%            9        225
    2253      207        4    91.6%            9        225
    1619        0        2   100.0%            9        225
    5111      229     3021    95.7%           10        237
    1617        0        0   100.0%           10        237
    1629        0        0   100.0%           10        237
    1619        1        0    99.9%           10        237
    1617        0        0   100.0%           10        237
    1586        0        4   100.0%           10        237
    1623        1       30    99.9%           10        237
    1618        0        0   100.0%           10        237
    1618        0        0   100.0%           10        237
    3380        0    16337   100.0%           10        288
    1602        0   180491   100.0%           10       1020
    1827        0   181930   100.0%           10       1785
 -177916        0   294741   100.0%           10       2285
 -504774        0   506379   100.0%           10       2285
 -498586        0   500202   100.0%           10       2285
 -471860        0   473522   100.0%           10       2285
 -451931        0   453650   100.0%           10       2285
 -446448        0   448993   100.0%           10       2285
 -413507        0   420039   100.0%           10       2285
 -440892        0   442510   100.0%           10       2285
   -9465        0    11084   100.0%           10       2285
    1609        0        0   100.0%           10       2237
    1591        0        0   100.0%           10       1687
    1562        0        0   100.0%           10       1683
    1627        0   169479   100.0%           10       2367
    1620        0   182098   100.0%           10       3111
 -127584        0   280539   100.0%           10       3731
 -487327        0   488949   100.0%           10       3731
 -476151        0   482528   100.0%           10       3731
 -487029        2   488637   100.0%           10       3731
 -505587        0   507240   100.0%           10       3731
 -481972        0   483576   100.0%           10       3731
 -474491        0   476093   100.0%           10       3731
 -481913        1   483538   100.0%           10       3731
    2441       54       34    97.8%           10       3731
    2230       36        0    98.4%           10       3407
    1617        0        0   100.0%           10       2839
    3404        0     5245   100.0%           10       2615
    1509        0   153499   100.0%           10       3208
    1653        0   217190   100.0%           10       4111
 -101458        0   233359   100.0%           10       4662
 -440631        0   442246   100.0%           10       4662
 -509070        0   510671   100.0%           10       4662
 -497402        2   499062   100.0%           10       4662
 -480616        0   482236   100.0%           10       4662
 -430393        0   432026   100.0%           10       4662
 -418702        0   420318   100.0%           10       4662
 -418605        0   420220   100.0%           10       4662
 -151987       35   154144   100.0%           10       4662
    2454       39        0    98.4%           10       4663
    1635        3        0    99.8%           10       4002
    1605        0        0   100.0%           10       3477
    1587        0       62   100.0%           10       3283
    1616        0   106470   100.0%           10       3696
    1615        0   220073   100.0%           10       4607
  -10989        0   189571   100.0%           10       5331
 -430291        0   438736   100.0%           10       5331
 -445425        0   447032   100.0%           10       5331
 -440740        0   442372   100.0%           10       5331
 -438729        0   440347   100.0%           10       5331
 -446600        0   448217   100.0%           10       5331
 -477567        0   479187   100.0%           10       5331
 -323443        0   403215   100.0%           10       5331
 -320815        0   377913   100.0%           10       5331
  -11785       15    13782   100.1%           10       3693
    5451        0     3016   100.0%           10       1634
    1589        0        0   100.0%           10       1520
    1513        0   211769   100.0%           10       2346
    1616        0   257772   100.0%           10       3421
 -470784        0   497104   100.0%           10       3568
 -509131        0   510721   100.0%           10       3568
 -453450        0   470192   100.0%           10       3568
 -361974        0   364305   100.0%           10       2295
 -348181     7996   349781   102.4%           10       2326
 -482458    11520   484114   102.4%           10       2373
 -472811    11554   481282   102.5%           10       2421
 -361427     9471   363050   102.7%           10       2461
    1616     2634        0    38.0%           10       2472
    1607     6853        0    19.0%           10       1167
   29832    19436        9    60.6%           10        339
   65396    28011        6    70.0%           10        434
   49041    42350       29    53.7%           10        587
   44033    48379        0    47.6%           10        757
  410622    63914        0    86.5%           10        930
  430334   166448     3016    72.1%           10       1414
  726703   177671      129    80.4%           11       2296
