1.00	1.03	1.00	1.00
1.34	1.34	1.44	1.44
1.87	0.78	1.87	1.87
1.00	1.00	1.00	1.00
1.19	1.00	1.19	1.19
1.04	2.91	2.00	2.00
1.09	1.11	1.09	1.09
